Student_ID,Age,Gender,Education_Level,Stream,Specialization,Attendance_Percentage,CGPA,Semester_Marks_Percent,Internal_Marks,Practical_Marks,Project_Score,Lab_Score,Assignment_Score,Competition_Participation_Count,Olympiad_Participation,Hackathons_Count,Internships_Count,Research_Experience,Volunteer_Activities,Club_Activities,Leadership,Communication,Confidence,Creativity,Problem_Solving,Critical_Thinking,Adaptability,Teamwork,Decision_Making,Time_Management,Curiosity,Analytical_Thinking,Stress_Management,Self_Learning,Persistence,Interests,Skills,Certifications,Recommended_Career
STU115244,27,Female,Postgraduate,MTech/ME,Computer Science,86.6,7.36,70.1,61.5,72.1,74.4,64.2,63.7,2,No,0,1,No,No,No,3,4,4,3,5,4,2,5,5,5,6,2,5,6,5,Cyber Security|Cloud Computing|Quantum Computing|Programming|Blockchain|Competitive Programming|Internet of Things,MySQL:Advanced|UI/UX Design (Figma):Intermediate|No-Code Tools (Bubble/Webflow):Intermediate|Arduino Programming:Intermediate|Big Data (Hadoop/Spark):Advanced|Excel (Advanced):Intermediate|Firebase:Expert|Vector Databases:Intermediate|Prompt Engineering:Intermediate|Shopify Development:Intermediate|Time Management:Beginner|Problem Solving:Intermediate|Innovation Mindset:Intermediate|Leadership:Intermediate,Cisco CCNA Cybersecurity Operations|Kubernetes CKA (Certified Kubernetes Administrator)|HackerRank Problem Solving Certificate,Back-End Developer
STU115245,18,Male,Higher Secondary,Vocational,Retail Management,79,7.53,,62.4,64,53.5,61.4,78.1,2,No,1,,No,No,No,6,7,6,6,5,5,6,5,5,5,4,4,6,6,5,Automobile Repair|Tailoring|Machine Operation|Carpentry|Electrical Repair|Welding|Plumbing,Machine Operation:Intermediate|Tailoring and Stitching:Intermediate|Tool and Die Making:Advanced|Carpentry:Intermediate|Plumbing:Intermediate|Time Management:Intermediate|Conflict Resolution:Beginner|Teamwork:Beginner|Persuasion:Intermediate|Problem Solving:Advanced,None,Sports Physiotherapist
STU115246,18,Male,Diploma,Diploma Engineering,Automobile Engineering,69.2,8.37,78.1,94.5,86.4,67.4,87.9,87.2,2,No,0,,No,No,No,8,7,6,4,5,7,6,6,6,6,5,6,4,5,6,Structural Design,Piping Design:Advanced|Estimation and Costing:Advanced|Metallurgy Basics:Advanced|Manufacturing Processes:Intermediate|Teamwork:Intermediate|Conflict Resolution:Advanced,Autodesk Certified User - AutoCAD|Autodesk Certified Professional - Inventor,CAD Designer
STU115247,23,Male,Postgraduate,MTech/ME,Thermal Engineering,84.9,9.34,76.1,67.8,79.6,83.3,76.7,74.3,2,No,2,1,No,Yes,No,5,6,7,8,7,6,7,8,7,6,7,7,6,5,7,Aeronautics|Mechatronics|Structural Design|Surveying|Machines and Tools|3D Printing|Automobiles,SolidWorks:Expert|Vehicle Diagnostics:Beginner|Building Information Modelling (BIM):Advanced|Manufacturing Processes:Advanced|Delegation:Intermediate|Stress Management:Advanced|Resilience:Expert,Autodesk Certified Professional - Revit|Certified Six Sigma Black Belt|PLC Programming Certificate (Siemens/Allen Bradley)|Coursera - Introduction to Robotics,Estimation Engineer
STU115248,22,Male,Undergraduate,BTech/BE,Electronics and Communication,71.1,7.79,72,74.9,57.5,89.6,60.1,62.5,2,No,1,4,Yes,Yes,No,,,,,,,,,,,,,,,,Manufacturing|Electronics|Drones|Structural Design|CAD Modelling|Power Systems|Industrial Automation,Six Sigma:Advanced|Renewable Energy Systems:Advanced|Quality Control:Intermediate|Robotics Programming:Beginner|STAAD Pro:Advanced|ANSYS:Intermediate|Communication:Advanced|Networking (Professional):Advanced|Self Learning:Intermediate|Decision Making:Advanced,Certified SolidWorks Professional (CSWP)|NPTEL - Strength of Materials|NPTEL - Machine Design|NPTEL - Fluid Mechanics and Hydraulic Machines|Certified Six Sigma Black Belt,Safety Engineer
STU115249,9,Female,Class 5,General,NA,91.9,8.59,59.4,54.3,77.2,81.7,68.4,71.1,3,No,0,,,Yes,No,7,7,10,6,8,6,7,6,6,8,6,8,8,8,6,,None,None,School Teacher
STU115250,24,Female,Professional Degree,Professional Degree,Company Secretary (CS),88.1,7.8,66.4,74.1,61,78.3,75.4,63.5,4,No,0,3,Yes,No,Yes,5,6,5,5,5,8,7,7,8,5,6,9,5,8,7,Taxation|Entrepreneurship,Financial Analysis:Expert|Accounting (Tally):Intermediate|Procurement:Intermediate|Affiliate Marketing:Advanced|Negotiation:Beginner|Email Marketing:Advanced|Problem Solving:Advanced|Ethical Reasoning:Intermediate|Teamwork:Intermediate,PMI Project Management Professional (PMP)|QuickBooks Certified User|Chartered Financial Analyst (CFA) Level 1,Full Stack Developer
STU115251,15,Female,Higher Secondary,Vocational,IT/ITES,78.3,5.43,53.9,52,64.7,78.5,51.1,52,1,No,0,,No,No,No,4,5,4,3,4,4,5,6,4,2,3,2,5,4,3,Computer Networking,Big Data (Hadoop/Spark):Beginner|Active Listening:Beginner|Time Management:Beginner,--,Data Scientist
STU115252,21,Female,Diploma,Diploma Paramedical,Radiology Technology,82.7,7.91,78.7,74.2,,55.1,73.3,83,2,No,0,,No,No,Yes,8,7,6,6,2,5,8,7,5,5,6,5,5,4,8,Surgery|Fitness and Wellness|Biomedical Devices,Surgical Assistance:Advanced|Wound Care:Advanced|Physiotherapy Techniques:Intermediate|Presentation Skills:Advanced|Leadership:Intermediate|Problem Solving:Intermediate|Decision Making:Advanced,None,Public Health Officer
STU115253,21,Male,Undergraduate,BTTM,Tourism and Travel Management,87.1,8.24,65.1,,72.6,61.7,79.7,60.2,2,No,0,0,No,Yes,No,7,7,7,7,4,6,7,6,8,8,4,4,6,4,5,Event Management|Hotel Management|Travel|Cooking|Corporate Law,Hotel Front Office Operations:Intermediate|Customer Service:Intermediate|Housekeeping Management:Expert|Event Planning:Intermediate|Leadership:Advanced|Networking (Professional):Intermediate|Adaptability:Intermediate|Teamwork:Beginner,None,Sports Coach
STU115254,28,Male,Postgraduate,MA,Sociology,81.4,7.53,60.3,53.6,64.3,89.8,58.1,57.9,3,No,0,0,No,No,No,10,5,8,7,9,6,7,8,5,7,6,6,5,6,5,Philosophy|Political Science|Languages|History|Culture and Heritage,Historical Research:Advanced|Qualitative Research:Expert|Persuasion:Advanced|Innovation Mindset:Intermediate|Self Learning:Expert|Resilience:Advanced,Coursera - Introduction to Philosophy|Certificate in Creative Writing (British Council)|TEFL/TESOL Certification,Librarian
STU115255,19,Male,ITI,ITI,Machinist,89.3,8.93,95.5,86.1,,94.9,,92.4,6,No,0,0,No,No,Yes,9,10,6,8,9,6,6,7,9,8,7,8,7,6,9,Tailoring|Machine Operation|Carpentry|Electrical Repair|Mental Health,Tailoring and Stitching:Expert|Adaptability:Expert|Self Learning:Advanced|Problem Solving:Advanced|Decision Making:Expert|Innovation Mindset:Expert,None,Plumber
STU115256,14,Male,Class 10,General,NA,81.6,6.34,57.6,50.2,65.5,54.8,72,50.5,1,No,0,,,Yes,Yes,3,4,4,3,4,3,5,2,4,1,3,5,6,6,4,Reading|Political Science|Public Education Policy|Poetry|Languages|Culture and Heritage,Innovation Mindset:Intermediate|Presentation Skills:Beginner|Delegation:Beginner,None,Referee/Umpire
STU115257,19,Female,Undergraduate,BCom,Accounting and Finance,100,8.22,83.6,88.9,96.8,77.3,93.9,76.2,1,No,0,1,Yes,No,No,7,7,6,6,7,6,9,5,5,5,7,7,7,5,5,NULL,Accounting (Tally):Beginner|Procurement:Intermediate|Cost-Benefit Analysis:Intermediate|Business Valuation:Advanced|Mergers and Acquisitions Analysis:Expert|Negotiation:Advanced|Franchise Management:Advanced|Business Planning:Expert|Innovation Mindset:Advanced|Leadership:Intermediate,Tally ERP Certification,Real Estate Agent
STU115258,16,Male,Higher Secondary,Commerce,Commerce with Maths,83,7.97,70.9,51,57.2,,44.4,73.8,1,No,0,,No,No,No,5,6,5,7,5,5,6,8,3,5,4,4,6,6,7,Investment|Banking|Business Strategy|Stock Market|Accounting,Zoho CRM:Intermediate|Cost-Benefit Analysis:Intermediate|Business Valuation:Beginner|Customer Relationship Management:Advanced|Business Planning:Beginner|Active Listening:Intermediate|Creativity:Advanced|Self Learning:Beginner|Conflict Resolution:Beginner,Tally ERP Certification|Six Sigma Yellow Belt|Certificate in Digital Marketing (IIM/NMIMS),Entrepreneur
STU115259,24,Female,Undergraduate,BSc Agriculture,Agriculture,71,7.37,80.2,80.9,87.2,80.7,92.2,95.5,1,No,0,0,Yes,No,Yes,,,,,,,,,,,,,,,,Dance|Forestry,Agri-Business Planning:Intermediate|Livestock Management:Advanced|Creativity:Intermediate|Networking (Professional):Beginner|Resilience:Intermediate|Presentation Skills:Beginner,Certificate in Organic Farming|Certificate in Agri-Business Management|NPTEL - Precision Agriculture,Farmer/Agripreneur
STU115260,20,Female,Diploma,Diploma Paramedical,Radiology Technology,94.2,6.22,57.1,55.6,70.9,65.4,61.6,50.1,0,No,0,,No,No,No,4,4,3,4,5,5,4,6,5,6,4,3,5,3,5,Surgery|Pharmacology|Nursing Care|Medicine|Dentistry|Nutrition and Diet|Mental Health,Infection Control:Beginner|Blood Bank Procedures:Advanced|Nutrition Planning:Intermediate|Scientific Writing:Intermediate|Time Management:Advanced|Leadership:Beginner,None,Dentist
STU115261,17,Female,Higher Secondary,Humanities,"History, Political Science, Economics",81.4,7.95,89.1,89,100,70.7,100,87.5,2,Yes,1,,No,No,Yes,5,8,6,7,7,7,6,4,7,6,6,8,4,6,7,Archaeology|Reading|Writing|Psychology|History|Literature|Plumbing,Counselling Techniques:Beginner|Scriptwriting:Expert|Foreign Languages:Expert|Policy Analysis:Advanced|Creativity:Intermediate|Emotional Intelligence:Intermediate|Communication:Intermediate|Stress Management:Advanced,TOEFL Certification|TEFL/TESOL Certification|IELTS Certification|NPTEL - Indian History and Culture|Coursera - Introduction to Philosophy|Certificate in German Language (Goethe-Zertifikat),Civil Services Officer (IAS/IPS)
STU115262,27,Female,Postgraduate,MBA,Marketing,76.4,7.63,73.8,82.9,79,85,79.9,82.7,2,No,0,3,No,No,Yes,5,4,6,7,5,6,6,8,6,2,8,6,7,4,5,Real Estate|Human Resources|Economics|Startups|Marketing,Content Marketing:Advanced|Human Resource Management:Advanced|Delegation:Intermediate|Cultural Sensitivity:Beginner|Critical Thinking:Intermediate,None,Business Analyst
STU115263,17,Male,Higher Secondary,Science,"Physics, Chemistry, Maths (PCM)",82.4,7.15,77.9,76.7,81,47.2,,81.7,1,No,0,,No,No,No,7,3,4,5,5,5,5,5,5,6,3,7,6,6,4,Mechatronics|Electronics|Renewable Energy|Carpentry|Power Systems|Construction Technology,Thermodynamics Applications:Intermediate|Renewable Energy Systems:Intermediate|STAAD Pro:Expert|Welding:Advanced|Fire Safety Systems:Advanced|Non-Destructive Testing:Advanced|Decision Making:Intermediate|Resilience:Beginner|Delegation:Advanced|Emotional Intelligence:Beginner,None,Robotics Technician
STU115264,14,Male,Class 9,General,NA,65.9,6.23,62.7,75.1,72.5,73.8,,65,3,No,0,,,No,No,6,7,5,4,7,5,7,6,6,6,7,6,6,3,5,Archaeology|Poetry,Persuasion:Intermediate|Creativity:Advanced|Networking (Professional):Beginner,None,Teacher
STU115265,22,Male,Undergraduate,BA,Journalism and Mass Communication,80.7,9.06,83.7,90.1,88.5,77,,75,4,No,0,2,Yes,Yes,Yes,8,7,4,7,4,4,9,8,6,8,6,8,8,7,8,Video Editing|Podcasting|Content Writing|Social Media|Public Relations|Blogging|Swimming,Video Production:Advanced|Problem Solving:Intermediate|Delegation:Advanced|Networking (Professional):Intermediate|Active Listening:Advanced|Emotional Intelligence:Intermediate,Google News Initiative Certification,Journalist
STU115266,19,Male,Undergraduate,BEd,Education,87.8,7.3,60.1,57.4,54.6,65,47,61.6,1,No,0,0,Yes,No,No,6,6,5,5,3,5,4,7,5,5,4,6,6,5,6,Child Psychology|Special Education|Curriculum Design|Public Education Policy|Gym and Bodybuilding|Mentoring|Teaching,Classroom Management:Advanced|Lesson Planning:Intermediate|Assessment Design:Beginner|Child Psychology Basics:Intermediate|Online Teaching Tools:Advanced|Communication:Beginner|Delegation:Intermediate|Stress Management:Intermediate|Active Listening:Beginner,None,School Teacher
STU115267,19,Female,Undergraduate,BTech/BE,Computer Science,97.6,,78.6,87.4,96.6,100,91.9,64.9,4,No,2,0,No,No,No,6,8,7,5,8,10,9,6,7,8,7,6,9,8,7,Game Development|Competitive Programming|Machine Learning|Ethical Hacking|Embedded Systems,GraphQL:Expert|HTML:Advanced|Emotional Intelligence:Advanced|Stress Management:Expert|Problem Solving:Expert|Active Listening:Expert,HackerRank Problem Solving Certificate|Oracle Certified Java Programmer|freeCodeCamp - Responsive Web Design|CompTIA Network+,Software Engineer
STU115268,24,Female,Undergraduate,BA,Political Science,69.7,7.63,87.5,98.4,,77,89.5,69.4,2,No,0,0,No,No,No,7,5,6,7,7,5,5,8,6,7,6,7,6,6,8,Archaeology|Reading|Writing|Poetry|Welding|Literature|Sociology,Screenwriting:Intermediate|Scriptwriting:Advanced|Museum Curation:Expert|Policy Analysis:Intermediate|Archival Research:Expert|Debate:Advanced|Foreign Languages:Intermediate|Persuasion:Intermediate|Conflict Resolution:Intermediate|Problem Solving:Intermediate|Cultural Sensitivity:Beginner|Leadership:Advanced,Cambridge English Certificate (FCE),Psychologist
STU115269,15,Female,Higher Secondary,Commerce,Commerce with Maths,79.7,7.79,58.3,61.2,57.8,70.6,59.2,57.5,3,No,0,,No,No,No,6,7,5,5,6,5,6,6,4,5,4,6,7,7,8,Human Resources|Retail|Entrepreneurship,Financial Modelling:Intermediate|Social Media Marketing:Expert|Procurement:Intermediate|Human Resource Management:Expert|Supply Chain Management:Intermediate|Negotiation:Expert|Delegation:Intermediate|Resilience:Intermediate|Teamwork:Intermediate|Cultural Sensitivity:Advanced,None,Chartered Accountant
STU115270,24,Male,Postgraduate,MTech/ME,AI and Machine Learning,75.2,8.71,61.9,58.3,73.1,95.6,65,60.6,1,No,1,1,No,Yes,Yes,7,4,6,5,4,5,6,7,7,6,7,7,5,4,6,Game Development|Quantum Computing|Blockchain|Competitive Programming|Ethical Hacking|Internet of Things,MLOps:Advanced|Big Data (Hadoop/Spark):Advanced|Data Visualization:Expert|Node.js:Intermediate|Spring Boot:Beginner|Linux:Intermediate|REST APIs:Intermediate|Ruby on Rails:Expert|Confluence:Expert|Raspberry Pi:Advanced|Cultural Sensitivity:Intermediate|Communication:Expert|Stress Management:Advanced|Presentation Skills:Advanced,freeCodeCamp - Responsive Web Design|AWS Certified Developer - Associate,Blockchain Developer
STU115271,13,Male,Class 7,General,NA,100,7.97,53.2,62.5,54.7,71.6,54,49.9,4,No,0,,,No,No,,,,,,,,,,,,,,,,Reading|Sociology,None,None,Architect
STU115272,28,Female,Postgraduate,MD/MS,General Medicine,85.8,8.78,64.2,58.6,85.6,97.1,95.9,,3,No,0,1,No,No,Yes,8,8,7,7,9,6,5,8,4,9,6,6,6,8,5,Public Health,Dental Procedures:Intermediate|Persuasion:Intermediate|Communication:Intermediate|Emotional Intelligence:Beginner|Decision Making:Expert|Resilience:Advanced,Diploma in Medical Lab Technology|Certificate in Diabetes Education,Veterinarian
STU115273,18,Male,Higher Secondary,Science,"Physics, Chemistry, Biology (PCB)",87.2,8.05,67.4,71.6,81.6,100,98.7,64.8,1,Yes,0,,No,Yes,No,6,9,7,7,8,7,6,9,6,7,6,7,5,9,6,Medicine,Scientific Writing:Expert|Electronic Health Records:Advanced|Nursing Procedures:Expert|Wound Care:Advanced|Creativity:Intermediate|Decision Making:Intermediate|Innovation Mindset:Advanced,None,Nurse
STU115274,25,Female,Postgraduate,MPharm,Pharmacy,77.7,6.4,58.9,58.6,,70.7,65.6,44.9,1,No,0,0,No,No,Yes,7,5,5,8,3,6,5,5,5,9,4,6,5,5,7,Public Health|Medicine|Fitness and Wellness|Psychology|First Aid,Animal Handling:Advanced|Pharmacology Knowledge:Advanced|Nutrition Planning:Intermediate|Vaccination Administration:Intermediate|Anatomy Knowledge:Advanced|Electronic Health Records:Expert|Rehabilitation Techniques:Beginner|Patient Care:Intermediate|Medical Imaging Interpretation:Expert|Emotional Intelligence:Beginner|Cultural Sensitivity:Beginner|Ethical Reasoning:Advanced,None,Doctor (General Physician)
STU115275,19,Female,Undergraduate,BTech/BE,Computer Science,100,7.25,66.7,58,66.4,81.4,53.6,63.1,1,No,0,1,No,Yes,Yes,5,6,5,4,6,6,7,6,3,6,3,5,6,7,6,App Development|Game Development|Computer Networking|Programming|Robotics|Competitive Programming|Machine Learning,SEO Analytics:Intermediate|Python:Expert|C:Intermediate|MySQL:Advanced|PowerShell:Advanced|HTML:Beginner|PyTorch:Intermediate|Redis:Intermediate|JIRA:Intermediate|Apache Kafka:Advanced|Leadership:Beginner|Problem Solving:Advanced,None,Product Manager (Tech)
STU115276,17,Male,Diploma,Diploma Engineering,Electronics Engineering,,9.36,76.5,73.9,73.6,82.1,68.3,,0,No,2,,No,No,No,7,7,7,7,7,6,3,6,7,5,5,9,5,6,5,Aeronautics|Manufacturing|Renewable Energy|Surveying|CAD Modelling|Structural Design|Automobiles|Construction Technology,Quality Control:Intermediate|ANSYS:Beginner|Conflict Resolution:Intermediate|Emotional Intelligence:Advanced|Critical Thinking:Intermediate|Networking (Professional):Intermediate|Adaptability:Expert,Certified SolidWorks Professional (CSWP),Mechanical Engineer
STU115277,17,Male,Higher Secondary,Commerce,Commerce with Maths,95.7,7.45,,89.3,99.9,79.1,91.9,100,1,No,0,,No,Yes,No,6,6,6,9,6,4,6,8,8,6,7,6,8,8,6,Entrepreneurship,Brand Management:Intermediate|Self Learning:Intermediate|Resilience:Advanced,Tally ERP Certification,Risk Manager
STU115278,25,Female,Postgraduate,MDes,Product Design,87.9,8.34,59.7,61.4,63.3,76.5,60.3,54.5,0,No,0,0,No,No,Yes,7,5,8,6,10,5,4,6,6,4,5,7,7,4,7,Film Making|Music,Procreate:Expert|Set Design:Intermediate|After Effects:Advanced|Rhino 3D:Advanced|Problem Solving:Intermediate|Delegation:Advanced,Adobe Certified Professional - Photoshop,Video Editor
STU115279,18,Male,Undergraduate,BSc Nursing,Nursing,66.8,6.97,48.9,61.7,31.7,78.6,34.8,42.1,5,No,0,0,No,No,Yes,6,6,5,6,5,7,6,6,6,4,5,6,5,5,7,Surgery|Pharmacology|Nutrition and Diet|Human Anatomy|Biomedical Devices|First Aid,Ayurvedic Treatment Knowledge:Advanced|Delegation:Intermediate|Presentation Skills:Beginner|Stress Management:Advanced|Active Listening:Intermediate,NA,Clinical Psychologist
STU115280,20,Male,Diploma,Diploma Paramedical,Radiology Technology,77.6,6.47,72,72.4,88.1,70.4,,73.4,3,No,1,,No,No,No,4,6,4,6,8,6,5,5,6,7,4,5,6,6,6,Surgery|Public Health|Pharmacology|Game Development|Nutrition and Diet|First Aid,Telemedicine Tools:Advanced|Electronic Health Records:Advanced|Rehabilitation Techniques:Advanced|Medical Terminology:Advanced|Ethical Reasoning:Advanced|Persuasion:Advanced,Basic Life Support (BLS) Certification|Coursera - Anatomy Specialization,Hospital Administrator
STU115281,21,Male,Diploma,Diploma Design,Fashion Design,,8.95,86.6,85.8,96,73.2,89,88.8,1,No,0,,No,No,No,6,4,6,5,6,3,7,6,6,4,7,4,5,6,4,Animation|Farming|Product Design|Painting,Interior Space Planning:Advanced|DaVinci Resolve:Advanced|Colour Theory:Advanced|Adobe Premiere Pro:Intermediate|Fashion Illustration:Advanced|Innovation Mindset:Intermediate|Critical Thinking:Intermediate|Decision Making:Intermediate,None,Safety Engineer
STU115282,20,Male,Undergraduate,BDes,Interior Design,,8.37,60.1,42,,70.2,42.6,71.6,0,No,0,0,Yes,Yes,Yes,6,6,5,7,5,6,7,6,6,7,7,5,7,6,7,,Interior Space Planning:Advanced|Colour Theory:Advanced|CorelDRAW:Expert|Adobe Premiere Pro:Advanced|Fashion Illustration:Advanced|Set Design:Advanced|Sketching:Advanced|Adobe Photoshop:Intermediate|Teamwork:Advanced|Ethical Reasoning:Advanced|Emotional Intelligence:Advanced|Leadership:Expert|Creativity:Advanced,Autodesk Certified User - Maya|Unity Certified Associate Game Developer|Adobe Certified Professional - Photoshop,Agri-Business Manager
STU115283,24,Female,Undergraduate,BHM,Hotel Management,73.1,7.35,84.4,91.1,73.9,80.6,62.5,78.8,0,No,0,1,Yes,Yes,Yes,6,8,5,7,5,5,6,6,6,7,8,9,7,7,6,Event Management|Hotel Management|Cruise and Aviation Hospitality|Tourism|Baking|Travel|Cooking|History,Hotel Front Office Operations:Advanced|Food and Beverage Service:Advanced|Event Planning:Intermediate|Customer Service:Advanced|Housekeeping Management:Expert|Baking:Advanced|Travel Itinerary Planning:Advanced|Cooking:Advanced|Networking (Professional):Expert|Emotional Intelligence:Advanced|Persuasion:Advanced|Leadership:Advanced,None,Event Manager
STU115284,27,Female,Postgraduate,MSW,Social Work,,6.79,71.2,75,78.4,,74.9,71.1,7,No,0,3,Yes,No,No,6,6,6,6,5,8,6,4,7,2,5,4,5,6,7,Psychology|Reading|Culture and Heritage,Scriptwriting:Expert|Counselling Techniques:Beginner|Debate:Intermediate|Translation:Intermediate|Oral History Documentation:Expert|Historical Research:Intermediate|Innovation Mindset:Beginner|Emotional Intelligence:Advanced|Delegation:Beginner,None,Editor
STU115285,19,Female,Undergraduate,BTech/BE,Machine Learning,79.3,7.49,67.7,70.9,74.1,69.8,74.1,62.9,1,No,1,0,No,No,Yes,5,4,3,8,5,7,7,5,5,6,5,7,4,6,5,Machine Learning,UI/UX Design (Figma):Advanced|Flutter:Intermediate|Cyber Security Fundamentals:Intermediate|Google Cloud Platform:Intermediate|Kotlin:Intermediate|TensorFlow:Intermediate|Delegation:Advanced|Leadership:Intermediate|Active Listening:Intermediate|Creativity:Beginner,Meta Front-End Developer Certificate,Front-End Developer
STU115286,19,Female,Undergraduate,BVSc,Veterinary Science,89.7,,81.6,80.8,86.5,80.2,82.9,82.8,3,Yes,0,0,No,No,No,7,6,7,5,7,6,8,8,8,9,7,6,9,8,7,Mental Health|Surgery|Nursing Care,Vaccination Administration:Intermediate|Wound Care:Expert|Leadership:Advanced|Adaptability:Advanced|Creativity:Expert|Communication:Expert|Active Listening:Advanced,Coursera - Anatomy Specialization|Certified Nursing Assistant (CNA),Paramedic
STU115287,23,Male,Professional Degree,Professional Degree,Chartered Accountant (CA),92.8,,95.2,100,100,100,95.8,100,3,No,0,2,No,No,Yes,7,7,8,8,6,6,8,8,9,8,7,7,6,9,8,Insurance|Supply Chain,Accounting (Tally):Expert|Procurement:Intermediate|Zoho CRM:Expert|Affiliate Marketing:Advanced|Vendor Management:Expert|Business Valuation:Advanced|Mergers and Acquisitions Analysis:Advanced|Auditing:Expert|Customer Relationship Management:Expert|Franchise Management:Expert|Time Management:Advanced|Adaptability:Expert|Communication:Expert|Persuasion:Expert,Certified Financial Planner (CFP)|SAP FICO Certification,Operations Manager
STU115288,10,Female,Class 6,General,NA,70.9,7.77,77,,67.1,74.7,68.4,76.5,4,Yes,0,,,No,Yes,,,,,,,,,,,,,,,,Tailoring|Anthropology,None,None,Interior Designer
STU115289,10,Male,Class 6,General,NA,78.8,7.07,64.5,80.5,67.6,75.9,62.6,58.7,1,Yes,0,,,No,No,8,4,6,8,7,5,7,5,6,6,6,4,6,8,7,Poetry|Writing|Anthropology,None,None,Content Writer
STU115290,21,Female,Undergraduate,BEd,Education,88.8,7.06,65.4,56.8,52.1,74.7,61,67.4,4,No,0,0,No,Yes,Yes,6,5,6,6,6,9,7,4,6,6,5,6,7,8,7,Child Psychology|Special Education|Curriculum Design|Public Education Policy|Mentoring|Teaching,Classroom Management:Intermediate|Lesson Planning:Advanced|Assessment Design:Advanced|Special Needs Education:Advanced|Curriculum Development:Expert|Mentoring:Expert|Child Psychology Basics:Expert|Online Teaching Tools:Advanced|Stress Management:Expert|Ethical Reasoning:Advanced|Leadership:Expert|Decision Making:Advanced,NPTEL - Educational Technology|Coursera - Foundations of Teaching for Learning,Early Childhood Educator
STU115291,18,Male,ITI,ITI,Computer Operator and Programming Assistant,96.8,9.43,67,75.2,87.7,72.4,82,62,3,No,1,1,No,Yes,Yes,6,5,4,7,6,7,8,8,7,7,8,7,6,6,6,Cloud Computing|Web Development|App Development|Environment|Artificial Intelligence|Competitive Programming|Ethical Hacking|Embedded Systems,CSS:Intermediate|MongoDB:Advanced|Apache Kafka:Expert|Decision Making:Expert|Ethical Reasoning:Advanced|Emotional Intelligence:Intermediate|Leadership:Advanced,NPTEL - Data Structures and Algorithms|Certified Ethical Hacker (CEH)|Microsoft Certified: Power BI Data Analyst,Back-End Developer
STU115292,18,Female,Undergraduate,BTech/BE,Artificial Intelligence,86.9,9.14,57.1,64.8,62.9,79.2,55.9,62.4,3,No,0,1,No,No,No,8,5,5,5,5,3,5,5,4,9,6,7,5,5,6,UI/UX Design|Computer Networking|Quantum Computing|Blockchain|Artificial Intelligence|Programming|Software Testing,Redis:Intermediate|Node.js:Expert|PostgreSQL:Advanced|Persuasion:Intermediate|Innovation Mindset:Advanced|Leadership:Expert|Networking (Professional):Intermediate,None,Agricultural Scientist
STU115293,17,Male,Higher Secondary,Science,"Physics, Chemistry, Maths (PCM)",81.4,7.94,81,82.1,74.5,67.1,79.3,69.8,1,No,0,,No,No,Yes,7,6,3,8,6,6,6,8,4,5,7,6,5,3,4,Chess|CAD Modelling|Machines and Tools,Lean Manufacturing:Intermediate|Piping Design:Advanced|Welding:Intermediate|Boiler Operations:Intermediate|CATIA:Advanced|Ethical Reasoning:Advanced|Critical Thinking:Beginner|Leadership:Intermediate,Siemens Certified NX Associate,IT Consultant
STU115294,24,Male,Undergraduate,BBA,Business Analytics,,8.5,69.6,78.1,71.7,69.7,69.9,77.6,1,No,0,2,Yes,No,No,4,4,7,5,6,3,3,4,6,6,6,8,4,5,7,Yoga|Business Strategy|Supply Chain|Economics|Digital Marketing|E-commerce|Retail|Startups|Marketing,B2B Sales:Advanced|Creativity:Expert|Problem Solving:Advanced|Adaptability:Beginner,NPTEL - Business Analytics|Certificate in Digital Marketing (IIM/NMIMS)|IIBA Certified Business Analysis Professional (CBAP)|PMI Certified Associate in Project Management (CAPM),Bank PO/Clerk
STU115295,17,Male,Higher Secondary,Commerce,Commerce with Maths,86.2,8.81,73.9,69.9,58,83.4,51.9,70.7,1,No,0,,No,Yes,No,6,6,7,5,6,6,5,5,5,5,4,6,3,7,6,Banking|Taxation|Human Resources|Economics|Digital Marketing|E-commerce|Insurance,Financial Modelling:Beginner|Franchise Management:Advanced|Decision Making:Advanced|Stress Management:Expert|Conflict Resolution:Intermediate,None,Chartered Accountant
STU115296,27,Male,Postgraduate,MBA,Marketing,67.7,8.73,,60.6,58.1,,71.1,,2,No,0,0,Yes,No,Yes,3,7,6,8,6,5,5,5,5,3,6,5,5,5,8,Human Resources|Entrepreneurship,Stock Trading:Intermediate|Brand Management:Intermediate|Affiliate Marketing:Advanced|Sales:Intermediate|Content Marketing:Advanced|Franchise Management:Intermediate|Persuasion:Beginner|Delegation:Beginner|Self Learning:Intermediate,NPTEL - Business Analytics|Facebook Blueprint Certification,Retail Manager
STU115297,18,Male,Undergraduate,BSc Agriculture,Agriculture,88.7,10,77.5,85.8,89.2,82.4,88.8,82.5,2,No,0,0,No,No,No,3,7,7,5,4,6,6,7,6,6,8,7,5,6,6,Animal Husbandry|Farming|Fisheries|Organic Farming,Pesticide Management:Beginner|Crop Management:Advanced|Active Listening:Intermediate|Cultural Sensitivity:Advanced|Innovation Mindset:Intermediate|Conflict Resolution:Intermediate,None,Civil Services Officer
