Student_ID,Age,Gender,Education_Level,Current_Course,Board,School_or_College_Type,Medium_of_Instruction,District,State,Urban_or_Rural,Stream,Mathematics,Science,English,Social_Science,Second_Language,Physics,Chemistry,Biology,Computer_Science,Accountancy,Business_Studies,Economics,Statistics,History,Political_Science,Geography,Psychology,Overall_Percentage,CGPA,Current_Semester,Backlogs,Attendance,Project_Score,Logical_Reasoning,Analytical_Thinking,Numerical_Ability,Spatial_Ability,Mechanical_Aptitude,Scientific_Aptitude,Language_Aptitude,Business_Aptitude,Creative_Aptitude,Leadership_Aptitude,Observation,Memory,Critical_Thinking,Decision_Making,Learning_Ability,Communication,Leadership,Teamwork,Problem_Solving,Creativity,Time_Management,Adaptability,Confidence,Self_Learning,Emotional_Intelligence,Stress_Management,Networking_Skill,Personality_Type,Learning_Style,Risk_Taking,Work_Preference,Leadership_Style,Technology_Interest,Medicine_Interest,Business_Interest,Finance_Interest,Law_Interest,Teaching_Interest,Research_Interest,Agriculture_Interest,Arts_Interest,Design_Interest,Sports_Interest,Music_Interest,Writing_Interest,Journalism_Interest,Psychology_Interest,Environment_Interest,Hospitality_Interest,Social_Service_Interest,Defence_Interest,Robotics_Interest,Artificial_Intelligence_Interest,Animation_Interest,Entrepreneurship_Interest,Gaming_Interest,MS_Word,Excel,PowerPoint,Typing_Speed,Internet_Research,Digital_Communication,AI_Tool_Usage,Online_Collaboration,Cyber_Awareness,Programming,Python,Java,C++,SQL,Database,Networking,Cybersecurity,Cloud_Computing,Artificial_Intelligence_Skill,Machine_Learning,Data_Analysis,UI_UX,Graphic_Design,Video_Editing,Accounting,Financial_Analysis,Marketing,Patient_Care,Laboratory_Skills,Mechanical_Design,Electrical_Maintenance,Civil_Drawing,Legal_Research,Content_Writing,Scientific_Research,Agriculture_Skill,Certification_1,Certification_2,Certification_Count,Project_1,Project_2,Project_Count,Internship_Completed,Internship_Domain,Internship_Duration_Months,Industrial_Visit,Volunteer_Experience,Community_Service_Hours,Activity_1,Activity_2,Activity_3,Parent_Education,Parent_Occupation,Annual_Family_Income,First_Generation_Learner,Internet_Access,Laptop_Availability,Study_Environment,Preferred_Industry,Preferred_Location,Expected_Salary,Government_or_Private,Research_Interest_Level,Higher_Studies_Interest,Abroad_Studies_Interest,Startup_Interest,Work_Life_Balance_Preference,Recommended_Career,Academic_Performance_Score,Total_Technical_Skill_Score,Soft_Skill_Score,Digital_Literacy_Score,Domain_Skill_Score,STEM_Strength_Score,Business_Aptitude_Score,Creativity_Score,Leadership_Score,Career_Readiness_Score,Mathematics_Studied,Science_Studied,English_Studied,Social_Science_Studied,Second_Language_Studied,Physics_Studied,Chemistry_Studied,Biology_Studied,Computer_Science_Studied,Accountancy_Studied,Business_Studies_Studied,Economics_Studied,Statistics_Studied,History_Studied,Political_Science_Studied,Geography_Studied,Psychology_Studied
STU106646,15,Female,Class 10,Not Applicable,CBSE,Aided,English,Kanpur,Uttar Pradesh,Urban,General,65.5,70.5,69.2,68,65.4,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,5,4,4,6,7,5,4,6,6,7,9,3,6,3,4,4,4,3,6,3,8,6,5,6,4,2,Introvert,Practical,Low,Hybrid,Not Applicable,5,10,6,5,5,4,3,5,4,6,4,5,6,4,3,2,3,6,5,4,3,4,3,5,5,2,4,3,5,3,4,4,1,1,1,1,0,0,0,0,2,0,0,0,0,1,2,1,1,0,1,0,1,1,1,0,2,1,2,0,Tally,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,No,0,Drama,Quiz,Not Applicable,10th Pass,Teacher,3-6 LPA,Yes,Yes,Yes,Good,Hospitality & Tourism,Anywhere in India,412729,Private,6,5,4,7,High Priority,Pharmacist,67.72,0.6,4.58,3.44,0.83,65.5,5,6,5,16.93,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU106647,20,Male,Undergraduate,BTech Electronics,Not Applicable,Aided,English,Vadodara,Gujarat,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.96,4,0,84.1,60.6,3,6,4,4,4,1,3,3,4,6,1,5,2,10,4,5,7,5,6,6,7,7,2,5,2,4,5,Ambivert,Visual,Medium,Hybrid,Directive,3,3,6,4,4,5,5,4,7,5,2,3,5,6,6,5,5,4,9,5,3,3,6,4,4,4,6,4,4,5,3,5,5,1,1,1,2,0,0,2,2,1,0,1,0,0,0,1,0,1,1,1,1,1,2,2,1,2,0,0,Oracle,Not Applicable,1,Not Applicable,Not Applicable,0,Yes,Finance,1,No,No,0,Photography Club,Sports,NSS,12th Pass,Retired,1.5-3 LPA,No,Yes,No,Good,Retail & E-commerce,Home State,472086,Private,5,10,5,3,Low Priority,Army Officer,69.6,0.8,5.08,4.44,1,68.05,4.33,5,6.5,44.43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106648,21,Female,Undergraduate,BCom,Not Applicable,Private,Regional Language,Thiruvananthapuram,Kerala,Rural,Commerce,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.34,8,1,100,51.9,5,8,1,6,3,3,8,4,8,2,8,5,5,6,8,7,1,4,7,5,4,5,4,5,2,4,2,Extrovert,Reading,Medium,Independent,Not Applicable,3,2,6,3,4,5,6,5,3,3,1,3,3,7,5,6,4,4,5,4,1,9,2,5,2,7,4,7,6,7,7,5,9,2,2,2,4,0,0,0,4,0,1,3,5,4,1,4,0,3,1,0,1,1,1,0,4,2,1,0,TCS iON,Skill India,2,Agriculture Project,Not Applicable,1,Yes,Media,6,No,Yes,10,Environmental Club,Sports,Not Applicable,Below 10th,Farmer,3-6 LPA,No,Yes,No,Good,Banking & Finance,Abroad,392245,Government,3,6,1,5,Moderate Priority,Film Editor,63.4,2.13,4.17,6,1.17,68.05,4.33,5.33,1.5,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106649,18,Male,ITI,ITI Fitter,Not Applicable,Autonomous,Regional Language,Vijayawada,Andhra Pradesh,Rural,Vocational,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.43,3,0,87.7,65,5,4,8,4,4,1,6,8,4,6,3,2,5,3,3,4,6,4,3,4,7,5,6,7,4,7,5,Introvert,Practical,Low,Hybrid,Not Applicable,6,4,8,8,7,6,4,5,3,5,1,3,5,5,1,3,1,4,8,1,5,5,3,2,4,1,5,3,7,5,6,6,4,1,0,2,1,2,1,0,0,1,2,1,0,0,1,1,0,7,1,0,1,2,2,3,1,1,2,0,Not Applicable,Not Applicable,0,Machine Learning Project,Social Service Project,2,Yes,IT,6,Yes,Yes,20,Entrepreneurship Club,Art Club,Student Council,10th Pass,Retired,3-6 LPA,No,Yes,Yes,Good,Hospitality & Tourism,Anywhere in India,843507,Private,1,3,9,5,Moderate Priority,Insurance Advisor,74.3,0.87,5.17,4.56,1.67,68.05,8,4.33,6,53.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106650,16,Female,Class 10,Not Applicable,State Board,Government,English,Guntur,Andhra Pradesh,Rural,General,53.5,65.7,86.5,56.6,47.3,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,61.92,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,6,4,4,8,4,6,6,3,4,10,5,7,5,4,3,4,5,5,5,2,5,5,4,6,4,8,Ambivert,Practical,High,Hybrid,Not Applicable,3,5,3,2,3,5,4,3,5,6,7,5,4,4,7,6,4,7,5,4,3,5,9,1,3,2,3,6,5,1,5,1,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,1,Tally,TCS iON,2,Social Service Project,Not Applicable,1,No,Not Applicable,0,No,No,0,NCC,Coding Club,Dance,12th Pass,Farmer,3-6 LPA,No,Yes,Yes,Poor,Hospitality & Tourism,No Preference,478015,Either,4,3,4,7,Low Priority,Fitness Trainer,61.92,0.53,4.67,3.11,0.58,53.5,3.67,4.67,4,32.78,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU106651,15,Female,Class 10,Not Applicable,State Board,Private,English,Salem,Tamil Nadu,Urban,General,67.2,55.9,79.2,47.8,63.6,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,62.74,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,2,6,6,2,3,5,2,7,6,6,4,3,4,4,3,2,6,2,6,6,4,5,4,5,1,2,Extrovert,Reading,Low,Hybrid,Not Applicable,4,4,5,4,3,6,5,6,7,3,4,4,3,6,5,5,4,7,3,6,6,8,4,3,7,6,3,3,4,2,4,4,2,1,1,1,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Skill India,Teaching Certification,2,Teaching Internship Report,Not Applicable,1,No,Not Applicable,0,Yes,No,0,Photography Club,Not Applicable,Not Applicable,12th Pass,Retired,6-10 LPA,Yes,No,Yes,Average,IT & Software,Metro Cities Only,379161,Either,4,7,6,2,Moderate Priority,Animator,62.74,0.6,3.83,3.89,0.33,67.2,3.67,5.33,4,34.72,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU106652,17,Female,Plus One,Not Applicable,State Board,Government,English,Madurai,Tamil Nadu,Rural,Science,36.3,Not Studied,82.2,Not Studied,Not Studied,53.2,56.7,Not Studied,80.8,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,61.84,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,4,3,5,6,7,4,5,7,6,6,5,4,7,4,4,6,4,6,3,6,6,6,2,6,4,6,Extrovert,Practical,Low,Team,Not Applicable,8,6,6,5,7,6,4,6,4,2,5,3,5,5,5,4,1,5,3,3,4,2,7,2,6,3,5,8,3,4,3,9,5,4,0,2,2,2,0,1,1,3,1,4,2,5,1,0,1,0,2,3,0,2,1,4,2,4,1,2,Not Applicable,Not Applicable,0,Research Project,Business Plan,2,No,Not Applicable,0,No,No,0,Sports,Not Applicable,Not Applicable,Graduate,Homemaker,3-6 LPA,No,Yes,No,Average,Retail & E-commerce,Metro Cities Only,485236,Either,5,6,6,5,High Priority,Web Developer,61.84,1.87,4.92,5.11,1.83,56.75,5.33,4,6,29.44,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STU106653,17,Male,Plus One,Not Applicable,State Board,Aided,English,Surat,Gujarat,Rural,Science,85.8,Not Studied,62,Not Studied,Not Studied,67.1,64.3,49.4,88.6,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,69.53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,8,5,2,4,4,9,4,4,3,5,6,5,3,5,4,6,5,6,4,5,3,3,3,4,3,7,Extrovert,Hands-on,High,Independent,Not Applicable,7,5,2,3,5,6,2,4,4,3,7,5,3,6,4,2,3,7,5,6,4,8,1,7,7,5,7,6,1,4,4,4,1,1,2,1,2,6,7,0,0,3,3,2,3,3,1,3,0,3,1,4,2,0,0,1,2,2,0,1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,0,No,Not Applicable,0,Yes,No,0,Hackathon,Sports,Dance,Graduate,Farmer,Below 1.5 LPA,No,Yes,No,Average,Research & Academia,Anywhere in India,468630,Private,3,6,6,6,Moderate Priority,Database Administrator,69.53,2.47,4.42,4.33,1.33,71.04,3,3.67,4.5,10.82,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
STU106654,17,Male,Plus One,Not Applicable,State Board,Private,Regional Language,Surat,Gujarat,Urban,Science,75.2,Not Studied,63.3,Not Studied,Not Studied,69.8,61.6,88.4,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,71.66,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6,5,7,3,5,8,5,6,3,2,6,4,7,4,5,3,7,4,5,4,5,6,6,3,3,4,4,Extrovert,Hands-on,High,Independent,Not Applicable,5,9,3,4,5,4,2,7,3,7,4,7,5,5,5,4,6,7,3,5,8,4,6,6,3,5,1,7,6,4,6,6,7,1,1,2,0,1,0,1,1,1,1,3,1,1,0,0,4,0,1,3,3,0,1,2,0,0,0,2,Teaching Certification,AWS,2,Science Fair Project,Not Applicable,1,No,Not Applicable,0,Yes,No,0,Entrepreneurship Club,Not Applicable,Not Applicable,Graduate,Farmer,3-6 LPA,No,Yes,Yes,Average,Education,Home State,401801,Either,4,7,1,2,High Priority,Veterinarian,71.66,0.93,4.5,5,1.33,73.75,4.33,4.67,4.5,37.5,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
STU106655,17,Female,Plus One,Not Applicable,State Board,Private,English,Mangaluru,Karnataka,Urban,Science,80.6,Not Studied,77.5,Not Studied,Not Studied,73.2,76.4,Not Studied,57.7,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,73.08,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3,2,3,5,3,4,5,3,6,7,6,5,5,8,3,6,6,7,4,3,5,4,1,1,7,5,4,Extrovert,Visual,Medium,Hybrid,Supportive,4,6,3,6,3,6,6,6,3,6,4,3,4,4,3,2,6,9,5,4,6,2,4,5,5,5,6,4,3,5,5,6,7,0,0,1,2,1,0,0,1,2,0,1,0,0,0,0,2,2,0,1,2,2,1,2,0,0,1,0,Adobe Certified,Not Applicable,1,Teaching Internship Report,Robotics Project,2,No,Not Applicable,0,No,No,0,Sports,Not Applicable,Not Applicable,12th Pass,Retired,1.5-3 LPA,Yes,Yes,Yes,Good,Healthcare,Metro Cities Only,253908,Private,5,7,4,5,Moderate Priority,IAS Officer,73.08,0.53,4.42,5.11,1.08,71.98,4,5,6.5,37.78,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STU106656,18,Female,Undergraduate,BA English,Not Applicable,Private,English,Madurai,Tamil Nadu,Urban,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.48,2,1,90,79.1,5,8,7,6,4,5,5,4,1,5,3,6,3,4,3,2,5,5,2,6,4,3,6,7,3,5,6,Introvert,Hands-on,High,Independent,Not Applicable,7,3,5,8,4,6,7,5,3,3,4,7,6,4,4,3,4,4,4,6,5,7,4,4,5,9,7,9,7,10,8,4,9,1,3,3,0,1,4,3,4,3,0,1,8,0,2,0,0,2,1,3,2,1,0,0,1,1,2,0,Coursera,Not Applicable,1,Website,Not Applicable,1,Yes,Media,6,Yes,No,0,Hackathon,Not Applicable,Not Applicable,Diploma,Self-Employed Professional,6-10 LPA,Yes,Yes,Yes,Poor,Agriculture,Abroad,150000,Either,7,2,2,4,Moderate Priority,Economist,64.8,2.2,4.5,7.56,1.08,68.05,5.67,3.33,5,60.57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106657,17,Female,Plus One,Not Applicable,CBSE,Aided,English,Noida,Uttar Pradesh,Rural,Humanities,Not Studied,Not Studied,63.1,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,53,Not Studied,63.5,54.8,68.2,75.7,63.05,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4,6,4,3,4,6,5,7,4,10,6,5,5,3,4,4,5,5,5,7,2,4,3,4,4,5,4,Extrovert,Practical,Low,Independent,Directive,7,3,7,2,2,5,2,6,8,5,5,4,5,4,5,4,5,5,3,4,8,6,10,3,6,3,7,9,6,7,6,4,6,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,4,4,2,2,2,2,2,0,0,0,Udemy,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,Yes,30,Student Council,Dance,Not Applicable,12th Pass,Teacher,Below 1.5 LPA,Yes,Yes,No,Good,Media & Entertainment,Home State,264070,Private,2,4,6,8,Moderate Priority,Event Manager,63.05,0.53,4.33,6,1.75,68.05,5.33,5.33,7.5,23.33,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
STU106658,17,Male,Plus Two,Not Applicable,ICSE,Private,English,South Delhi,Delhi,Urban,Science,48.6,Not Studied,45.1,Not Studied,Not Studied,64.5,90.3,Not Studied,68.5,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,63.4,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,5,6,2,5,6,5,8,4,7,7,4,8,5,4,3,6,8,4,3,4,6,3,4,5,3,4,Extrovert,Practical,Medium,Independent,Directive,4,6,7,3,5,5,5,4,4,6,5,5,8,3,3,6,7,6,5,3,7,4,6,4,8,2,3,8,5,5,6,6,2,2,0,1,1,1,0,2,0,0,2,1,1,0,0,0,5,2,7,0,2,0,3,2,4,2,1,0,Google,Not Applicable,1,Agriculture Project,Not Applicable,1,No,Not Applicable,0,Yes,Yes,30,Student Council,Drama,Not Applicable,12th Pass,Farmer,3-6 LPA,No,Yes,Yes,Good,Legal Services,Abroad,446159,Either,4,4,5,4,Moderate Priority,Event Manager,63.4,0.73,4.42,5,2.33,67.97,6,4.33,6.5,29.17,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STU106659,25,Male,Postgraduate,MA,Not Applicable,Private,Regional Language,North Delhi,Delhi,Rural,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.47,1,0,89.6,56,6,3,3,5,2,6,8,4,3,5,1,2,7,5,6,5,8,6,5,5,3,4,4,6,4,5,5,Ambivert,Visual,High,Hybrid,Not Applicable,7,5,6,6,3,5,8,5,4,4,3,7,9,10,5,3,3,6,4,1,6,4,1,1,7,2,3,6,7,5,2,6,10,1,1,2,0,1,1,0,0,3,0,0,0,2,0,1,3,2,3,0,2,2,1,1,1,8,1,0,Medical Certification,Not Applicable,1,Not Applicable,Not Applicable,0,Yes,Healthcare,1,Yes,No,0,NCC,Quiz,Student Council,Postgraduate,Daily Wage Worker,Below 1.5 LPA,No,Yes,Yes,Good,Manufacturing,Anywhere in India,1045445,Government,4,6,6,7,High Priority,Journalist,84.7,0.8,5,5.33,2,68.05,5.33,4,6.5,46.66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106660,26,Male,Postgraduate,MCom,Not Applicable,Deemed University,English,Hyderabad,Telangana,Urban,Commerce,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.82,1,0,86.9,82.1,5,5,5,3,5,6,4,3,9,5,5,4,4,6,6,8,5,5,2,5,4,3,5,2,5,8,4,Extrovert,Practical,Medium,Team,Not Applicable,7,4,6,7,3,4,1,6,4,6,4,8,8,2,4,2,4,4,4,4,5,2,2,6,5,6,8,8,5,3,2,7,6,0,2,1,0,0,0,1,1,1,0,0,1,1,2,0,0,2,0,3,2,1,2,3,0,3,0,1,Cisco,Google,2,Website,Not Applicable,1,Yes,Media,6,No,No,0,Coding Club,Not Applicable,Not Applicable,Diploma,Private Employee,3-6 LPA,No,Yes,Yes,Good,Defence,Home State,873000,Private,6,6,4,4,High Priority,Musician,68.2,0.67,4.67,5.56,1.42,68.05,5.33,6.67,5,63.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106661,23,Female,Undergraduate,BCA,Not Applicable,Government,Regional Language,Howrah,West Bengal,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.5,5,0,82,77.6,6,4,7,6,3,6,6,4,8,4,9,5,5,5,3,5,3,4,4,2,7,5,4,4,4,5,3,Extrovert,Visual,Medium,Hybrid,Not Applicable,7,5,5,3,4,4,7,4,5,5,4,2,7,5,5,7,1,8,6,4,4,8,2,1,7,5,4,4,8,7,8,5,6,2,2,2,0,4,3,3,1,2,3,1,5,2,3,6,3,2,2,2,1,0,2,0,1,1,1,2,Medical Certification,SolidWorks,2,Robotics Project,Machine Learning Project,2,Yes,Media,2,Yes,No,0,Robotics Club,Not Applicable,Not Applicable,10th Pass,Daily Wage Worker,Below 1.5 LPA,Yes,Yes,No,Average,Legal Services,Home State,443820,Either,5,3,4,2,Moderate Priority,Film Editor,65,2.6,4.17,6,1.42,68.05,4,5,3.5,73.33,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106662,19,Male,Undergraduate,BTech Civil,Not Applicable,Autonomous,English,Trichy,Tamil Nadu,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.44,3,1,82.2,75.1,2,7,5,5,7,4,7,4,6,4,2,6,4,7,4,7,1,5,3,4,3,6,5,5,7,6,2,Extrovert,Practical,Low,Hybrid,Not Applicable,10,4,7,6,4,4,7,6,5,2,5,5,2,1,7,4,1,5,5,3,4,5,4,3,8,8,2,6,6,7,7,4,10,2,0,2,2,2,2,0,3,4,2,0,8,4,2,1,0,2,3,1,0,2,1,3,2,1,3,2,Not Applicable,Not Applicable,0,IoT Project,Not Applicable,1,Yes,Education,2,Yes,Yes,20,Music,Not Applicable,Not Applicable,Diploma,Private Employee,10-20 LPA,Yes,Yes,No,Average,Banking & Finance,Abroad,376688,Private,6,2,1,5,High Priority,Business Analyst,84.4,2.27,4.5,6.44,1.67,68.05,5.67,4,2.5,49.43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106663,22,Male,Postgraduate,MCom,Not Applicable,Aided,English,Varanasi,Uttar Pradesh,Rural,Commerce,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.9,1,3,91.5,72,5,6,5,3,8,3,5,7,5,7,7,5,3,4,2,2,5,5,6,3,5,3,6,4,4,5,7,Extrovert,Reading,Medium,Hybrid,Not Applicable,5,1,7,5,3,8,1,5,3,3,10,5,3,6,3,6,3,1,5,5,3,6,9,8,5,5,6,7,1,6,10,7,7,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,2,2,3,0,2,1,3,1,1,1,2,Not Applicable,Not Applicable,0,Business Plan,Not Applicable,1,No,Not Applicable,0,No,Yes,0,Quiz,Entrepreneurship Club,Not Applicable,Postgraduate,Private Employee,3-6 LPA,No,Yes,Yes,Poor,Retail & E-commerce,Home State,971222,Private,2,1,8,8,High Priority,Fitness Trainer,89,0.4,4.58,6,1.67,68.05,6.33,3.67,6,23.33,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106664,17,Male,Diploma,Diploma in Fashion Design,Not Applicable,Private,English,Lucknow,Uttar Pradesh,Urban,Vocational,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,5.71,1,3,92.1,85.8,5,5,2,5,4,4,3,6,7,7,6,4,3,8,7,4,4,6,5,1,5,6,2,6,5,2,5,Extrovert,Reading,Low,Hybrid,Supportive,6,6,2,4,3,4,7,6,2,4,7,5,2,7,4,5,5,8,8,6,5,5,5,3,4,5,6,7,4,0,1,6,6,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,3,3,0,2,2,1,1,2,1,1,1,2,Medical Certification,NSDC,2,Social Service Project,Robotics Project,3,Yes,Healthcare,6,No,No,0,Student Council,NSS,Not Applicable,Graduate,Homemaker,3-6 LPA,No,Yes,Yes,Average,Design & Creative,Metro Cities Only,458116,Government,5,1,8,3,High Priority,IPS Officer,57.1,0.47,4.25,4.33,1.58,68.05,4,4,5.5,77.49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106665,19,Female,Diploma,Diploma in Electronics Engineering,Not Applicable,Private,Regional Language,Nashik,Maharashtra,Urban,Vocational,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.11,4,1,89.5,71.4,10,7,6,5,4,4,5,5,6,6,5,5,4,4,5,4,3,5,5,4,7,4,7,4,6,6,5,Introvert,Hands-on,Medium,Hybrid,Not Applicable,7,3,4,4,6,3,4,4,6,8,3,4,7,5,3,4,10,3,4,8,5,2,3,6,3,5,6,6,4,5,5,6,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3,2,0,0,1,7,1,2,2,3,1,AutoCAD,Not Applicable,1,Research Project,Agriculture Project,2,Yes,Healthcare,3,Yes,No,0,NCC,Coding Club,Robotics Club,10th Pass,Unemployed,3-6 LPA,Yes,Yes,Yes,Good,IT & Software,Anywhere in India,481410,Private,2,3,5,5,Moderate Priority,Electronics Engineer,61.1,0.27,5,4.78,2,68.05,4.33,6,4.5,61.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU106666,19,Female,Diploma,Diploma in Computer Engineering,Not Applicable,Private,English,Warangal,Telangana,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.35,5,1,77.4,51.5,4,5,3,2,5,5,7,5,5,8,5,3,5,7,5,6,5,6,2,7,5,6,5,3,7,3,7,Introvert,Visual,Medium,Team,Collaborative,6,4,9,5,6,4,6,3,4,4,2,6,4,5,2,4,7,6,2,3,7,5,9,5,8,3,6,4,4,7,3,5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,7,3,0,4,1,0,1,0,2,0,Not Applicable,Not Applicable,0,Business Plan,Not Applicable,1,Yes,Design,3,No,No,0,Student Council,Hackathon,Not Applicable,Below 10th,Self-Employed Professional,3-6 LPA,Yes,No,No,Average,Retail & E-commerce,No Preference,277534,Private,3,9,7,6,Low Priority,Entrepreneur,83.5,0.2,5.17,4.78,1.83,68.05,6.33,5.33,6.5,45.28,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
