student_id,career_id,career_name,career_domain,career_subdomain,career_cluster,age,class,stream,ability_match_component,interest_match_component,academic_match_component,learning_match_component,compatibility_score,compatibility_label
STU014978,CAR00165,Database Administrator Specialist 165,Healthcare,Track 5,Cluster 15,15,10,General,78.68,66.24,69.2,82.8,74.93,1
STU019452,CAR00403,WEB DEVELOPER SPECIALIST 403,Logistics & Supply Chain,Track 3,Cluster 13,12,7,General,54.49,66.27,63.8,97.8,63.69,0
STU016609,CAR00805,Electrical Engineer Specialist 805,Fashion,Track 5,Cluster 25,13,7,General,79.11,78.08,64.5,94.5,84.02,1
STU022608,CAR00169,Data Analyst Specialist 169,Architecture & Construction,Track 9,Cluster 19,19,12,Commerce,79.16,70.47,60.6,65.8,67.05,0
STU032186,CAR01184,Technician Specialist 1184,Hospitality & Tourism,Track 4,Cluster 14,17,12,Science-PCB,81.78,81.48,84.5,86.1,78.18,1
STU016785,CAR01116,Network Engineer Specialist 1116,Energy,Track 6,Cluster 6,15,10,General,71.45,76.18,51.5,77.7,76.85,1
STU025228,CAR00968,Architect Specialist 968,Hospitality & Tourism,Track 8,Cluster 8,17,11,Humanities,77.82,73.23,61.1,29.4,70.24,1
STU019574,CAR00187,Biotechnologist Specialist 187,Logistics & Supply Chain,Track 7,Cluster 7,14,10,General,77.85,75.86,61.6,84.5,76.12,1
STU013591,CAR00487,Civil Engineer Specialist 487,Technology,Track 7,Cluster 7,13,7,General,77.61,65.49,61.8,68.7,72.98,1
STU023362,CAR00163,Cybersecurity Analyst Specialist 163,Technology,Track 3,Cluster 13,18,12,Commerce,68.79,76.74,77.9,74.0,74.69,1
STU027887,CAR00651,Environmental Engineer Specialist 651,Healthcare,Track 1,Cluster 21,16,10,General,77.81,80.16,77.5,58.7,84.32,1
STU021403,CAR01160,Psychologist Specialist 1160,Skilled Trades,Track 10,Cluster 20,16,10,General,82.22,62.6,80.0,37.7,67.53,0
STU028404,CAR00244,Database Administrator Specialist 244,Technology,Track 4,Cluster 4,15,9,General,83.76,78.15,85.9,66.9,85.21,1
STU026729,CAR00592,Pilot Specialist 592,Logistics & Supply Chain,Track 2,Cluster 22,19,12,Science-PCM,84.14,75.75,45.8,54.2,74.13,1
STU020013,CAR00451,Social Worker Specialist 451,Defence & Security,Track 1,Cluster 1,15,9,General,73.96,73.35,42.7,45.2,61.15,0
STU028805,CAR00178,Architect Specialist 178,Education,Track 8,Cluster 28,13,7,General,81.94,70.8,46.1,44.9,69.12,0
STU003873,CAR00783,Sports Coach Specialist 783,Research,Track 3,Cluster 3,13,7,General,68.29,70.65,71.8,83.5,69.63,0
STU028788,CAR00537,Graphic Designer Specialist 537,Sports,Track 7,Cluster 27,16,10,General,79.53,72.91,84.5,64.5,73.89,1
STU016599,CAR00048,Marketing Specialist,Arts & Design,Track 8,Cluster 18,18,12,Science-PCB,69.54,70.49,57.0,68.6,65.34,0
STU009536,CAR00094,Electrical Engineer Specialist 94,Business,Track 4,Cluster 4,15,9,General,71.53,80.52,85.7,91.9,79.57,1
STU031463,CAR00172,Mechanical Engineer Specialist 172,Transportation,Track 2,Cluster 22,15,10,General,78.71,75.61,72.3,76.3,88.23,1
STU028041,CAR00028,Microbiologist,Technology,Track 8,Cluster 28,11,7,General,80.0,75.34,89.8,68.0,77.62,1
STU009473,CAR00124,Investment Analyst Specialist 124,Education,Track 4,Cluster 4,13,7,General,68.14,66.52,96.0,92.5,67.37,0
STU011223,CAR01057,Geneticist Specialist 1057,Life Sciences,Track 7,Cluster 7,12,7,GENERAL,75.16,68.29,65.1,88.5,75.31,1
STU029197,CAR00149,Hotel Manager Specialist 149,Finance,Track 9,Cluster 29,14,10,General,73.21,69.78,42.1,85.4,66.13,0
STU012899,CAR01162,Social Worker Specialist 1162,Technology,Track 2,Cluster 22,15,11,Humanities,58.82,66.7,66.9,84.3,65.42,0
STU002573,CAR00587,Environmental Scientist Specialist 587,MEDIA & COMMUNICATION,Track 7,Cluster 17,17,11,Commerce,64.12,70.16,35.2,37.1,62.85,0
STU005196,CAR01147,Oceanographer Specialist 1147,Business,Track 7,Cluster 7,19,12,Humanities,89.21,73.36,77.8,61.9,85.86,1
STU027228,CAR00737,Dentist Specialist 737,Manufacturing,Track 7,Cluster 17,14,8,General,76.31,67.7,82.9,60.8,76.29,1
STU031490,CAR00077,Welder,Hospitality & Tourism,Track 7,Cluster 17,17,12,Science-PCM,78.65,71.36,65.6,73.3,72.95,1
STU012357,CAR00489,Electrical Engineer Specialist 489,Healthcare,Track 9,Cluster 9,17,12,Commerce,65.12,75.81,78.5,87.2,75.07,1
STU018332,CAR00797,Database Administrator Specialist 797,Finance,Unknown,Cluster 17,17,11,SCIENCE-PCM,80.59,69.57,89.8,64.7,71.45,1
STU016791,CAR00979,Agricultural Scientist Specialist 979,ARCHITECTURE & CONSTRUCTION,Track 9,Cluster 19,16,10,General,65.54,73.6,76.9,71.0,75.65,1
STU032585,CAR00003,AI Engineer,Healthcare,Track 3,Cluster 3,13,8,General,68.06,74.24,89.6,80.4,77.34,1
STU013384,CAR00718,Database Administrator Specialist 718,Education,Track 8,Cluster 28,11,7,General,70.09,79.11,75.9,74.7,74.4,1
STU002858,CAR00889,Architect Specialist 889,Logistics & Supply Chain,Track 9,Cluster 19,15,9,General,68.7,68.83,49.2,69.5,71.1,1
STU030198,CAR00373,Civil Services Officer Specialist 373,Fashion,Track 3,Cluster 13,17,11,Science-PCM,81.54,77.21,67.2,75.5,78.85,1
STU031291,CAR00234,Electrician Specialist 234,Government & Public Service,Track 4,Cluster 24,16,10,General,78.44,67.44,83.0,38.8,74.63,1
STU009005,CAR00358,Accountant Specialist 358,Architecture & Construction,Track 8,Cluster 28,13,7,General,56.1,68.1,82.0,48.8,68.78,0
STU021531,CAR01001,Education Consultant Specialist 1001,Engineering,Track 1,Cluster 11,17,12,Humanities,69.35,74.49,66.3,47.4,71.33,1
STU025178,CAR00913,Auditor Specialist 913,Fashion,Track 3,Cluster 13,12,7,General,70.6,74.87,57.2,76.1,68.86,0
STU014288,CAR00548,Supply Chain Analyst Specialist 548,Manufacturing,Track 8,Cluster 8,12,7,General,67.86,76.53,78.6,79.6,76.43,1
STU017229,CAR01034,Database Administrator Specialist 1034,Manufacturing,Track 4,Cluster 14,16,12,Commerce,76.88,79.74,85.3,94.0,79.52,1
STU030795,CAR00276,Pilot Specialist 276,Environment,Track 6,Cluster 6,12,8,General,59.79,72.68,85.9,48.4,68.6,0
STU020733,CAR00862,Sports Coach Specialist 862,Logistics & Supply Chain,Track 2,Cluster 22,18,12,Humanities,75.31,85.75,58.2,67.3,73.48,1
STU011313,CAR01163,Civil Services Officer Specialist 1163,Engineering,Track 3,Cluster 23,14,10,General,67.92,83.67,77.2,83.6,71.42,1
STU029156,CAR00008,WEB DEVELOPER,Manufacturing,Track 8,Cluster 8,14,9,General,82.56,83.54,82.1,58.9,79.98,1
STU031232,CAR00492,Biomedical Engineer Specialist 492,Environment,Track 2,Cluster 12,18,12,Commerce,63.79,73.49,80.7,69.2,68.48,0
STU012721,CAR00070,Hotel Manager,Education,Track 10,Cluster 10,12,8,General,80.04,72.93,58.4,64.0,75.05,1
STU022341,CAR00651,Environmental Engineer Specialist 651,Healthcare,Track 1,Cluster 21,13,7,General,76.82,82.52,96.6,92.9,96.12,1
STU015338,CAR00194,Energy Analyst Specialist 194,Agriculture,Track 4,Cluster 14,13,8,General,75.76,69.48,52.2,44.4,59.09,0
STU009427,CAR00237,Research Scientist Specialist 237,Arts & Design,Track 7,Cluster 27,11,7,General,63.85,67.1,52.7,91.5,67.96,0
STU011877,CAR00596,Financial Analyst Specialist 596,Engineering,Track 6,Cluster 26,17,11,Commerce,75.95,72.07,57.5,89.8,80.94,1
STU013284,CAR00132,Education Consultant Specialist 132,Sports,Track 2,Cluster 12,12,8,General,68.04,78.3,78.4,35.6,68.07,0
STU018805,CAR00908,Pilot Specialist 908,Psychology & Social Services,Track 8,Cluster 8,13,9,General,69.91,84.31,81.4,86.2,77.38,1
STU030587,CAR00371,Counsellor Specialist 371,Media & Communication,Track 1,Cluster 11,15,10,General,66.38,73.41,59.6,90.4,62.61,0
STU017539,CAR00139,Journalist Specialist 139,Life Sciences,Track 9,Cluster 19,15,10,General,72.74,74.9,75.5,61.7,69.52,0
STU014725,CAR01099,Sports Coach Specialist 1099,Defence & Security,Track 9,Cluster 19,12,8,General,57.69,80.37,55.9,70.1,63.91,0
STU012912,CAR00373,Civil Services Officer Specialist 373,Fashion,Track 3,Cluster 13,13,8,General,83.56,76.39,74.9,82.8,78.8,1
STU025225,CAR00946,Welder Specialist 946,Technology,Track 6,Cluster 16,19,12,Commerce,78.86,69.43,77.6,62.5,80.91,1
STU002640,CAR00724,Civil Engineer Specialist 724,FASHION,Track 4,Cluster 4,13,8,General,89.6,82.1,62.5,86.4,72.01,1
STU008090,CAR00636,Machine Learning Engineer Specialist 636,Law,Track 6,Cluster 6,11,7,General,81.62,81.38,51.7,95.3,78.28,1
STU014855,CAR00482,Web Developer Specialist 482,Hospitality & Tourism,Track 2,Cluster 2,19,12,Science-PCM,81.72,74.1,88.6,76.3,80.66,1
STU008773,CAR00820,Geneticist Specialist 820,Transportation,Track 10,Cluster 10,16,11,Commerce,78.31,68.43,79.9,73.2,83.17,1
STU026533,CAR00402,Database Administrator Specialist 402,Sports,Track 2,Cluster 12,15,9,General,88.35,72.89,71.4,88.1,83.01,1
STU014354,CAR00927,Policy Analyst Specialist 927,Energy,Track 7,Cluster 27,13,7,General,70.04,74.24,61.8,76.0,70.41,1
STU015886,CAR00199,Oceanographer Specialist 199,Transportation,Track 9,Cluster 19,14,10,General,70.18,73.23,62.2,93.2,70.73,1
STU023483,CAR00905,Energy Analyst Specialist 905,Finance,Track 5,Cluster 5,16,12,Humanities,78.31,69.59,83.8,82.1,78.16,1
STU005762,CAR00301,UI UX Designer Specialist 301,Life Sciences,Track 1,Cluster 1,18,12,Humanities,82.12,77.17,82.7,61.1,86.96,1
STU002426,CAR00458,Graphic Designer Specialist 458,Skilled Trades,Track 8,Cluster 8,17,11,Commerce,63.61,70.26,61.8,84.7,69.27,0
STU006957,CAR00533,Defence Officer Specialist 533,Media & Communication,Track 3,Cluster 23,14,8,General,81.34,71.58,59.7,73.2,67.53,0
STU018473,CAR00604,Legal Advisor Specialist 604,Transportation,Track 4,Cluster 4,16,12,Commerce,81.62,76.83,49.5,41.9,77.97,1
STU031670,CAR00813,Nurse Specialist 813,Healthcare,Track 3,Cluster 3,16,12,Science-PCM,65.38,77.47,85.7,53.0,74.28,1
STU009671,CAR01190,Cybersecurity Analyst Specialist 1190,Engineering,Track 10,Cluster 20,13,8,General,66.2,78.01,81.8,60.7,76.95,1
STU023233,CAR01078,Legal Advisor Specialist 1078,Logistics & Supply Chain,Track 8,CLUSTER 28,16,12,Commerce,74.93,70.19,88.2,63.4,80.41,1
STU019542,CAR00829,Pilot Specialist 829,Defence & Security,Track 9,Cluster 19,15,11,Humanities,61.12,76.74,57.2,59.8,73.16,1
STU025227,CAR00269,Agronomist Specialist 269,Skilled Trades,Track 9,Cluster 29,13,9,General,75.15,73.63,61.8,46.8,65.9,0
STU004004,CAR00527,Education Consultant Specialist 527,Finance,Track 7,Cluster 17,12,8,General,74.97,69.22,51.8,63.9,64.63,0
STU031828,CAR00573,Architect Specialist 573,Environment,Track 3,Cluster 3,13,7,General,67.95,65.78,89.9,59.6,64.76,0
STU008999,CAR00352,Energy Analyst Specialist 352,Technology,Track 2,Cluster 22,19,12,Science-PCM,84.02,72.98,53.8,84.8,74.79,1
STU008916,CAR00457,Content Creator Specialist 457,Logistics & Supply Chain,Track 7,Cluster 7,12,8,General,69.36,84.31,72.3,53.9,70.05,1
STU001799,CAR00914,Investment Analyst Specialist 914,Hospitality & Tourism,Track 4,Cluster 14,16,10,General,68.91,82.9,78.4,73.4,72.64,1
STU015256,CAR00487,Civil Engineer Specialist 487,Technology,Track 7,Cluster 7,11,7,General,72.03,76.69,93.4,47.1,74.83,1
STU007799,CAR00865,Logistics Manager Specialist 865,Technology,Track 5,Cluster 25,14,9,General,80.74,64.96,91.9,80.4,73.66,1
STU018075,CAR00946,Welder Specialist 946,Technology,Track 6,Cluster 16,14,9,General,76.61,69.56,39.0,70.5,84.57,1
STU028471,CAR00546,Sports Coach Specialist 546,Environment,Track 6,Cluster 6,14,8,General,65.09,70.54,89.1,42.0,71.63,1
STU025230,CAR00013,Civil Engineer,Business,Track 3,Cluster 13,12,7,General,68.57,75.59,52.9,78.2,71.76,1
STU016155,CAR00992,Auditor Specialist 992,Media & Communication,Track 2,Cluster 2,13,9,General,76.38,80.63,55.4,62.7,74.95,1
STU006034,CAR01184,Technician Specialist 1184,Hospitality & Tourism,Track 4,Cluster 14,11,7,General,66.19,83.19,52.1,48.6,67.69,0
STU021658,CAR00577,Physiotherapist Specialist 577,Transportation,Track 7,Cluster 7,13,9,General,68.1,74.79,70.4,56.2,68.68,0
STU026810,CAR00959,Data Analyst Specialist 959,Finance,Track 9,Cluster 29,15,10,General,78.34,74.02,81.7,72.7,78.64,1
STU000251,CAR00211,Education Consultant Specialist 211,Fashion,Track 1,Cluster 1,15,10,General,73.5,83.89,74.5,51.7,70.14,1
STU012778,CAR00012,Business Analyst,Marine,Track 2,Cluster 12,11,7,General,81.11,71.83,93.8,87.6,80.01,1
STU000322,CAR00102,Nurse Specialist 102,Arts & Design,Track 2,Cluster 12,14,9,General,79.41,76.42,39.8,86.0,74.14,1
STU021652,CAR01037,Network Engineer Specialist 1037,Aviation,Track 7,Cluster 17,14,10,General,84.32,70.69,77.6,63.1,73.46,1
STU020651,CAR01082,Counsellor Specialist 1082,Engineering,Track 2,Cluster 2,13,8,General,75.85,81.11,73.6,54.6,78.53,1
STU006585,CAR00489,Electrical Engineer Specialist 489,Healthcare,Track 9,Cluster 9,15,9,General,72.09,85.87,64.2,54.0,76.14,1
STU032578,CAR00597,Auditor Specialist 597,Healthcare,Track 7,Cluster 27,11,7,General,60.99,73.92,49.6,68.9,67.66,0
STU013266,CAR01032,Cybersecurity Analyst Specialist 1032,Environment,Track 2,Cluster 12,16,10,General,86.01,68.57,68.2,54.9,74.71,1
STU011750,CAR01013,Product Designer Specialist 1013,Finance,TRACK 3,Cluster 23,18,11,Humanities,76.09,72.89,69.1,53.3,79.26,1
STU006076,CAR00400,Cybersecurity Analyst Specialist 400,Fashion,Track 10,Cluster 10,16,10,General,75.79,77.77,60.7,51.6,75.07,1
STU026443,CAR01137,Agricultural Scientist Specialist 1137,Healthcare,Track 7,Cluster 27,16,11,Science-PCB,69.94,77.09,66.2,72.2,82.97,1
STU015271,CAR00901,Agronomist Specialist 901,Transportation,Track 1,Cluster 1,14,8,General,86.85,70.74,69.8,63.1,82.95,1
STU016109,CAR01167,Public Relations Specialist Specialist 1167,Environment,Track 7,Cluster 27,19,12,Commerce,62.15,71.05,95.0,91.6,69.28,0
STU018448,CAR01017,Chef Specialist 1017,Government & Public Service,Track 7,Cluster 27,11,7,General,64.92,75.86,85.4,84.5,66.52,0
STU028146,CAR01041,Mechanical Engineer Specialist 1041,Law,Unknown,Cluster 21,18,11,Science-PCB,75.18,64.7,57.9,64.8,70.2,1
STU005459,CAR00353,AUTOMOTIVE ENGINEER SPECIALIST 353,Engineering,Track 3,Cluster 23,13,8,General,70.53,74.46,57.4,56.7,70.16,1
STU023082,CAR00286,Human Resources Specialist Specialist 286,Education,Track 6,Cluster 16,15,9,General,63.44,69.26,84.1,51.0,66.81,0
STU029116,CAR00055,Counsellor,Technology,Track 5,Cluster 25,16,12,Commerce,74.26,61.62,68.7,86.7,82.71,1
STU032137,CAR00372,Social Worker Specialist 372,Arts & Design,Track 2,Cluster 12,14,10,General,69.35,67.08,53.3,46.3,64.98,0
STU026501,CAR00059,Defence Officer,Agriculture,Track 9,Cluster 29,17,11,Science-PCM,81.82,74.7,64.0,86.1,78.0,1
STU002361,CAR00535,Public Relations Specialist Specialist 535,Fashion,Track 5,Cluster 25,16,12,Humanities,75.06,74.47,50.2,85.5,69.6,0
STU003671,CAR00677,Investment Analyst Specialist 677,Engineering,Track 7,Cluster 17,13,9,General,81.71,77.31,65.3,79.2,78.41,1
STU018798,CAR01089,Content Creator Specialist 1089,Energy,Track 9,Cluster 9,15,9,General,73.82,68.3,48.7,69.7,66.93,0
STU020620,CAR00436,Oceanographer Specialist 436,Life Sciences,Track 6,Cluster 16,14,10,General,66.36,83.12,73.2,91.3,76.38,1
STU032844,CAR00951,AI Engineer Specialist 951,Environment,Track 1,Cluster 21,13,9,General,74.38,69.78,75.0,58.1,71.94,1
STU005167,CAR00042,Accountant,Law,Track 2,CLUSTER 12,13,9,General,55.68,67.52,85.8,71.2,66.32,0
STU022075,CAR00020,Architect,Media & Communication,Track 10,Cluster 20,17,11,Commerce,80.05,65.36,84.3,92.2,75.27,1
STU021533,CAR00826,Energy Analyst Specialist 826,Education,Track 6,Cluster 16,16,10,General,83.82,69.57,67.6,78.8,73.44,1
STU022052,CAR00140,Public Relations Specialist Specialist 140,Agriculture,Track 10,Cluster 20,13,8,General,70.97,74.62,63.0,87.2,76.64,1
STU027951,CAR00246,Mobile App Developer Specialist 246,Healthcare,Track 6,Cluster 6,15,9,General,58.45,66.85,66.5,82.2,61.37,0
STU030017,CAR00154,LOGISTICS MANAGER SPECIALIST 154,Defence & Security,Track 4,Cluster 4,12,8,General,76.16,68.58,69.3,75.4,72.69,1
STU022315,CAR00298,Public Relations Specialist Specialist 298,Technology,Track 8,Cluster 28,13,9,General,81.3,73.3,69.9,75.4,74.76,1
STU022810,CAR00886,Chemical Engineer Specialist 886,Fashion,Track 6,Cluster 16,13,9,General,82.68,67.4,72.1,80.7,71.8,1
STU032609,CAR01200,Electrical Engineer Specialist 1200,Marine,Track 10,Cluster 30,15,9,General,74.62,75.76,96.9,68.4,74.32,1
STU009325,CAR01110,Machine Learning Engineer Specialist 1110,Healthcare,Track 10,Cluster 30,15,9,General,74.01,69.33,68.3,73.9,78.21,1
STU029266,CAR00668,Energy Analyst Specialist 668,Media & Communication,Track 8,Cluster 8,16,11,Science-PCM,64.8,72.14,67.4,68.9,60.53,0
STU019668,CAR00371,Counsellor Specialist 371,Media & Communication,Track 1,Cluster 11,14,8,General,70.89,74.43,77.2,78.4,81.79,1
STU014425,CAR00289,Teacher Specialist 289,Defence & Security,Track 9,Cluster 19,13,8,General,76.9,72.57,88.8,68.3,72.5,1
STU013068,CAR00191,Forestry Specialist Specialist 191,Engineering,Track 1,Cluster 11,18,11,Humanities,63.81,84.18,49.5,49.4,71.43,1
STU022483,CAR00428,Forestry Specialist Specialist 428,Hospitality & Tourism,Track 8,Cluster 8,16,10,General,72.81,77.79,77.5,90.6,84.87,1
STU005803,CAR00502,Microbiologist Specialist 502,Education,Track 2,Cluster 22,17,11,Commerce,64.7,76.61,81.6,29.4,72.67,1
STU004653,CAR01112,Cloud Engineer Specialist 1112,Agriculture,Track 2,CLUSTER 2,12,7,General,73.02,67.39,85.7,76.5,69.12,0
STU020475,CAR00362,Economist Specialist 362,Aviation,Track 2,Cluster 2,17,11,Science-PCM,73.28,65.18,70.8,55.7,62.76,0
STU015366,CAR00651,Environmental Engineer Specialist 651,Healthcare,Track 1,Cluster 21,19,12,Commerce,86.8,78.32,56.0,84.1,81.28,1
STU026875,CAR00150,Travel Consultant Specialist 150,Law,Track 10,Cluster 30,16,10,General,81.01,84.69,48.6,45.6,74.04,1
STU009262,CAR00811,Urban Planner Specialist 811,Technology,Track 1,Cluster 1,13,7,General,63.71,63.92,67.9,94.8,70.1,1
STU013852,CAR00254,Chemical Engineer Specialist 254,Aviation,Track 4,Cluster 14,15,9,General,58.89,72.94,84.7,74.3,64.29,0
STU032176,CAR01091,UI UX Designer Specialist 1091,Aviation,Track 1,Cluster 11,17,11,Humanities,75.36,73.11,63.6,55.4,69.75,0
STU021066,CAR00412,Chemical Engineer Specialist 412,Architecture & Construction,Track 2,Cluster 22,16,11,Science-PCB,79.16,73.77,62.9,38.2,71.61,1
STU006708,CAR00848,Policy Analyst Specialist 848,Aviation,Track 8,Cluster 8,16,10,General,78.72,62.47,64.6,81.5,77.19,1
STU021110,CAR00228,Hotel Manager Specialist 228,Marine,Track 8,Cluster 18,12,8,General,76.24,77.44,64.8,83.7,87.12,1
STU000177,CAR00840,Lawyer Specialist 840,Healthcare,Track 10,Cluster 30,15,9,General,84.8,74.82,93.2,50.8,80.21,1
STU009146,CAR00419,Physiotherapist Specialist 419,Finance,Track 9,Cluster 29,15,11,Commerce,60.36,77.57,83.4,76.3,72.64,1
STU013725,CAR00072,Sports Coach,Government & Public Service,Track 2,Cluster 12,17,12,Commerce,77.66,86.02,24.7,48.7,71.94,1
STU010347,CAR00578,Pharmacist Specialist 578,Aviation,Track 8,Cluster 8,14,10,General,77.88,73.58,41.2,41.6,70.36,1
STU007426,CAR01085,Policy Analyst Specialist 1085,Agriculture,Track 5,Cluster 5,12,8,General,86.12,77.05,78.5,30.1,76.86,1
STU020762,CAR00431,Energy Analyst Specialist 431,Skilled Trades,Track 1,Cluster 11,16,12,Commerce,83.21,61.79,77.5,38.6,62.55,0
STU020302,CAR00069,Chef,Law,Track 9,Cluster 9,18,11,Commerce,67.78,74.14,63.8,71.9,71.14,1
STU027729,CAR00201,Financial Analyst Specialist 201,Marine,Track 1,Cluster 21,17,11,Commerce,71.0,71.37,82.5,70.2,64.21,0
STU006077,CAR00756,Investment Analyst Specialist 756,Research,Track 6,Cluster 6,15,10,General,76.26,78.18,47.8,77.4,85.78,1
STU026354,CAR00679,Entrepreneur Specialist 679,Life Sciences,Track 9,Cluster 19,18,12,Commerce,67.75,70.23,90.6,77.7,69.34,0
STU022790,CAR00773,Content Creator Specialist 773,Psychology & Social Services,Track 3,Cluster 23,15,10,General,71.3,68.11,44.2,84.4,69.55,0
STU010582,CAR00578,Pharmacist Specialist 578,Aviation,Track 8,Cluster 8,14,9,General,71.49,75.68,85.7,97.5,74.17,1
STU022732,CAR00298,Public Relations Specialist Specialist 298,Technology,Track 8,Cluster 28,19,12,HUMANITIES,78.08,63.59,69.2,76.1,75.65,1
STU028402,CAR00347,Agricultural Scientist Specialist 347,Hospitality & Tourism,Track 7,Cluster 17,13,8,General,76.76,72.74,54.5,67.6,76.82,1
STU007907,CAR00043,Financial Analyst,Education,Track 3,Cluster 13,14,10,General,89.34,78.65,70.2,72.4,80.11,1
STU026973,CAR00048,Marketing Specialist,Arts & Design,Track 8,Cluster 18,17,12,Science-PCB,69.91,73.93,74.0,86.1,75.38,1
STU000489,CAR00674,Accountant Specialist 674,Skilled Trades,Track 4,Cluster 14,14,10,General,69.93,73.46,54.4,44.7,63.69,0
STU002682,CAR00869,Research Scientist Specialist 869,Agriculture,Track 9,Cluster 29,17,12,Commerce,71.9,66.69,61.7,94.6,81.58,1
STU007523,CAR00953,Cybersecurity Analyst Specialist 953,Manufacturing,Track 3,Cluster 23,13,9,General,77.62,70.59,52.4,63.7,65.18,0
STU019066,CAR00488,Mechanical Engineer Specialist 488,Engineering,Track 8,Cluster 8,18,11,Science-PCM,85.99,65.2,66.3,85.9,82.34,1
STU006930,CAR00315,Technician Specialist 315,Government & Public Service,Track 5,Cluster 15,16,12,Humanities,72.93,76.98,76.1,34.7,76.18,1
STU020677,CAR00326,Network Engineer Specialist 326,Engineering,Track 6,Cluster 26,19,12,Science-PCB,65.59,77.79,46.3,79.9,74.93,1
STU015749,CAR00988,Marine Engineer Specialist 988,Education,Track 8,Cluster 28,16,10,General,83.1,74.38,58.5,43.7,71.51,1
STU028578,CAR00483,Mobile App Developer Specialist 483,Sports,Track 3,Cluster 3,16,10,General,68.95,67.88,68.2,45.6,69.36,0
STU010056,CAR00037,Automotive Engineer,Transportation,Track 7,Cluster 7,14,8,General,71.2,79.38,81.7,82.4,79.01,1
STU010656,CAR00236,Technician Specialist 236,Media & Communication,Track 6,Cluster 26,12,8,General,75.42,64.97,55.8,86.6,70.99,1
STU017808,CAR00089,Network Engineer Specialist 89,Manufacturing,Track 9,Cluster 29,17,11,Humanities,71.39,71.19,85.1,60.5,69.08,0
STU009625,CAR00397,Data Scientist Specialist 397,Defence & Security,Track 7,Cluster 7,18,11,Commerce,64.39,83.23,66.5,58.0,66.31,0
STU028554,CAR00915,Economist Specialist 915,Sports,Track 5,Cluster 15,15,11,Commerce,87.15,67.93,83.5,72.1,75.91,1
STU016494,CAR00217,Defence Officer Specialist 217,Technology,Track 7,Cluster 7,17,11,Science-PCM,77.82,71.0,74.5,64.7,75.19,1
STU011510,CAR00863,Sports Scientist Specialist 863,Skilled Trades,Track 3,Cluster 23,14,8,General,64.66,68.42,93.3,75.0,68.2,0
STU027417,CAR00298,Public Relations Specialist Specialist 298,Technology,Track 8,Cluster 28,15,9,General,80.01,65.39,72.3,56.6,74.14,1
STU028781,CAR00387,Travel Consultant Specialist 387,Energy,Track 7,Cluster 27,14,9,General,85.49,73.3,74.9,53.8,74.95,1
STU007570,CAR00867,Welder Specialist 867,Healthcare,Track 7,Cluster 27,19,12,Commerce,73.94,71.65,84.8,86.7,79.54,1
STU003642,CAR00324,Web Developer Specialist 324,Research,Track 4,Cluster 24,11,7,General,72.58,82.67,94.2,80.9,80.4,1
STU010498,CAR00710,Technician Specialist 710,Manufacturing,Track 10,Cluster 20,15,11,Science-PCM,74.7,78.93,80.6,66.7,80.43,1
STU003045,CAR00915,Economist Specialist 915,Sports,Track 5,Cluster 15,15,11,Science-PCM,76.85,69.45,65.3,93.4,70.46,1
STU031511,CAR00833,Financial Analyst Specialist 833,HOSPITALITY & TOURISM,Track 3,Cluster 23,14,8,General,70.82,79.31,56.3,78.0,69.51,0
STU030827,CAR00994,Economist Specialist 994,Fashion,Track 4,Cluster 4,13,9,General,65.6,88.74,64.8,71.6,73.01,1
STU032217,CAR00866,Electrician Specialist 866,Engineering,Track 6,Cluster 26,15,11,Science-PCB,68.14,68.46,65.0,40.0,70.36,1
STU007569,CAR01029,Data Scientist Specialist 1029,Healthcare,Track 9,Cluster 9,19,12,Science-PCM,82.32,73.02,57.8,70.6,89.27,1
STU009551,CAR00808,Biomedical Engineer Specialist 808,Logistics & Supply Chain,Track 8,Cluster 28,16,12,Science-PCB,68.69,79.62,78.2,84.1,73.91,1
STU025658,CAR01179,SPORTS SCIENTIST SPECIALIST 1179,Government & Public Service,Unknown,Cluster 9,15,9,General,65.94,72.91,96.0,80.1,73.43,1
STU015792,CAR00105,Dentist Specialist 105,Sports,Track 5,Cluster 15,16,12,SCIENCE-PCM,76.5,79.24,48.8,70.2,67.68,0
STU026205,CAR00237,Research Scientist Specialist 237,Arts & Design,Track 7,Cluster 27,16,11,Humanities,75.14,71.79,41.0,72.6,70.92,1
STU013794,CAR00609,Social Worker Specialist 609,Law,Track 9,Cluster 9,16,10,General,74.84,68.8,77.8,81.2,69.15,0
STU032633,CAR00496,Doctor Specialist 496,Transportation,Track 6,Cluster 16,12,8,General,86.99,86.65,92.7,52.0,82.44,1
STU024860,CAR00577,Physiotherapist Specialist 577,Transportation,Track 7,Cluster 7,13,8,General,67.68,74.52,89.7,54.7,65.46,0
STU029975,CAR00889,Architect Specialist 889,Logistics & Supply Chain,Track 9,Cluster 19,12,7,General,73.86,74.49,62.4,69.8,63.84,0
STU009501,CAR00489,Electrical Engineer Specialist 489,Healthcare,Track 9,Cluster 9,17,11,Science-PCM,67.6,71.33,65.0,37.4,66.52,0
STU022205,CAR00650,Biomedical Engineer Specialist 650,Engineering,Track 10,Cluster 20,11,7,General,76.69,76.25,94.1,86.4,91.81,1
STU004707,CAR01005,Civil Services Officer Specialist 1005,Environment,Track 5,Cluster 15,12,7,General,72.27,66.45,42.3,66.0,64.99,0
