career_id,career_name,career_domain,career_subdomain,career_cluster,required_mathematical_ability,required_logical_reasoning,required_scientific_thinking,required_problem_solving,required_analytical_thinking,required_communication,required_creativity,required_digital_ability,required_spatial_ability,required_practical_ability,required_learning_ability,required_technology_interest,required_engineering_interest,required_healthcare_interest,required_business_interest,required_finance_interest,required_arts_interest,required_design_interest,required_research_interest,required_environment_interest,required_agriculture_interest,minimum_education_level
CAR00585,Agronomist Specialist 585,Government & Public Service,Track 5,Cluster 15,95.0,61.0,35.0,82.0,75.0,45.0,26.0,79.0,65.0,15.0,82.0,,85.0,47.0,21.0,95.0,69.0,19.0,65.0,68.0,84.0,Secondary
CAR00586,Forestry Specialist Specialist 586,Defence & Security,Track 6 ,Cluster 16,24.0,41.0,15.0,89.0,47.0,48.0,87.0,29.0,57.0,83.0,65.0,91.0,37.0,46.0,28.0,87.0,45.0,50.0,49.0,72.0,,Secondary
CAR00587,Environmental Scientist Specialist 587,Media & Communication,Track 7,Cluster 17,45.0,42.0,17.0,55.0,27.0,18.0,69.0,93.0,70.0,18.0,62.0,20.0,66.0,26.0,61.0,64.0,18.0,67.0,94.0,39.0,70.0,Diploma
CAR00588,Renewable Energy Engineer Specialist 588,Arts & Design,Track 8,Cluster 18,73.0,59.0,81.0,56.0,,75.0,85.0,19.0,16.0,27.0,63.0,18.0,17.0,32.0,71.0,74.0,52.0,45.0,32.0,90.0,33.0,Professional Degree
CAR00589,Energy Analyst Specialist 589,Fashion,Track 9,Cluster 19,81.0,29.0,,50.0,43.0,89.0,15.0,81.0,49.0,93.0,70.0,38.0,75.0,56.0,31.0,93.0,84.0,26.0,39.0,21.0,21.0,Secondary
CAR00590,Automotive Engineer Specialist 590,Hospitality & Tourism,Track 10,Cluster 20,51.0,26.0,24.0,43.0,45.0,83.0,25.0,41.0,19.0,57.0,90.0,44.0,93.0,92.0,15.0,44.0,51.0,46.0,20.0,16.0,94.0,Diploma
CAR00591,Aviation Engineer Specialist 591,Sports,Track 1,Cluster 21,21.0,78.0,44.0,76.0,90.0,28.0,31.0,18.0,26.0,54.0,34.0,77.0,27.0,36.0,81.0,34.0,77.0,77.0,16.0,71.0,54.0,Diploma
CAR00592,Pilot Specialist 592,Logistics & Supply Chain,Track 2,Cluster 22,48.0,74.0,82.0,48.0,41.0,70.0,31.0,69.0,54.0,51.0,45.0,17.0,76.0,84.0,64.0,55.0,53.0,79.0,33.0,59.0,67.0,Secondary
CAR00593,Marine Engineer Specialist 593, Skilled Trades  ,Track 3,Cluster 23,67.0,76.0,80.0,54.0,85.0,65.0,92.0,44.0,59.0,88.0,75.0,74.0,48.0,72.0,20.0,36.0,,33.0,89.0,21.0,68.0,Higher Secondary
CAR00594,Oceanographer Specialist 594,Research,Track 4,Cluster 24,55.0,63.0,33.0,43.0,58.0,74.0,33.0,63.0,34.0,22.0,61.0,86.0,28.0,73.0,76.0,94.0,66.0,70.0,53.0,80.0,57.0,Higher Secondary
CAR00595,Accountant Specialist 595,Technology,Track 5,Cluster 25,42.0,85.0,78.0,22.0,77.0,69.0,85.0,26.0,59.0,92.0,20.0,69.0,77.0,84.0,50.0,95.0,81.0,40.0,88.0,63.0,71.0,Higher Secondary
CAR00596,Financial Analyst Specialist 596,Engineering,Track 6,Cluster 26,43.0,55.0,18.0,52.0,30.0,47.0,61.0,68.0,57.0,17.0,72.0,79.0,86.0,32.0,27.0,84.0,84.0,79.0,44.0,26.0,43.0,Higher Secondary
CAR00597,Auditor Specialist 597,Healthcare,Track 7,Cluster 27,90.0,29.0,42.0,26.0,27.0,75.0,85.0,23.0,51.0,26.0,76.0,75.0,32.0,38.0,60.0,32.0,79.0,83.0,17.0,76.0,38.0,Postgraduate
CAR00598,Investment Analyst Specialist 598,Life Sciences ,Track 8,Cluster 28,93.0,83.0,70.0,77.0,31.0,21.0,53.0,30.0,91.0,86.0,83.0,37.0,88.0,83.0,49.0,91.0,88.0,33.0,54.0,33.0,87.0,Diploma
CAR00599,Economist Specialist 599,Agriculture,Track 9,Cluster 29,75.0,68.0,88.0,81.0,47.0,44.0,62.0,80.0,69.0,81.0,67.0,76.0,73.0,93.0,54.0,45.0,76.0,88.0,57.0,26.0,25.0,Professional Degree
CAR00600,Entrepreneur Specialist 600,Environment,Track 10,Cluster 30,19.0,28.0,47.0,53.0,46.0,85.0,79.0,35.0,58.0,20.0,18.0,34.0,61.0,49.0,62.0,79.0,23.0,77.0,27.0,57.0,72.0,Higher Secondary
CAR00601,Marketing Specialist Specialist 601,Architecture & Construction,Track 1,Cluster 1,23.0,91.0,58.0,26.0,50.0,48.0,41.0,86.0,32.0,33.0,90.0,26.0,25.0,16.0,86.0,69.0,47.0,89.0,69.0,28.0,95.0,Higher Secondary
CAR00602, Human Resources Specialist Specialist 602 ,Manufacturing,Track 2,Cluster 2,49.0,66.0,39.0,86.0,59.0,23.0,44.0,90.0,77.0,,73.0,,52.0,38.0,30.0,49.0,81.0,84.0,39.0,26.0,53.0,Diploma
CAR00603,Lawyer Specialist 603,Energy,Track 3,Cluster 3,70.0,54.0,78.0,90.0,85.0,60.0,28.0,71.0,54.0,20.0,68.0,31.0,88.0,27.0,15.0,21.0,87.0,15.0,40.0,26.0,46.0,Professional Degree
CAR00604,Legal Advisor Specialist 604,Transportation,Track 4,Cluster 4,93.0,36.0,52.0,92.0,45.0,56.0,76.0,85.0,70.0,,62.0,89.0,55.0,18.0,62.0,85.0,79.0,68.0,74.0,41.0,18.0,Professional Degree
CAR00605,Teacher Specialist 605,Aviation,Track 5,Cluster 5,38.0,64.0,84.0,36.0,49.0,34.0,56.0,25.0,81.0,49.0,31.0,71.0,35.0,46.0,60.0,71.0,29.0,74.0,25.0,58.0,43.0,Postgraduate
CAR00606,Education Consultant Specialist 606,Marine,Track 6,Cluster 6,93.0,40.0,70.0,54.0,58.0,59.0,67.0,32.0,81.0,28.0,,26.0,28.0,81.0,27.0,62.0,35.0,23.0,53.0,,82.0,Diploma
CAR00607,Psychologist Specialist 607,Business ,Track 7, Cluster 7 ,31.0,72.0,58.0,66.0,70.0,49.0,61.0,22.0,79.0,93.0,75.0,91.0,86.0,86.0,88.0,22.0,91.0,56.0,40.0,40.0,81.0,Professional Degree
CAR00608,Counsellor Specialist 608,Finance,Track 8,Cluster 8,56.0,32.0,50.0,57.0,47.0,41.0,35.0,54.0,94.0,22.0,75.0,50.0,79.0,69.0,66.0,47.0,39.0,40.0,43.0,64.0,88.0,Diploma
CAR00609,Social Worker Specialist 609,Law, Track 9 ,Cluster 9,36.0,16.0,79.0,79.0,32.0,76.0,76.0,70.0,19.0,49.0,53.0,81.0,63.0,20.0,74.0,34.0,60.0,19.0,67.0,44.0,51.0,Professional Degree
CAR00610,Civil Services Officer Specialist 610,Education,Track 10,Cluster 10,91.0,44.0,25.0,51.0,60.0,55.0,47.0,36.0,90.0,32.0,87.0,,75.0,32.0,21.0,74.0,35.0,32.0,32.0,70.0,50.0,Higher Secondary
CAR00611,Policy Analyst Specialist 611,Psychology & Social Services,Track 1,Cluster 11,49.0,68.0,56.0,31.0,39.0,42.0,34.0,16.0,43.0,71.0,77.0,65.0,31.0,47.0,32.0,59.0,58.0,24.0,22.0,18.0,49.0,Undergraduate
CAR00612,Defence Officer Specialist 612,Government & Public Service,Track 2,Cluster 12,95.0,67.0,82.0,64.0,33.0,63.0,93.0,40.0,17.0,84.0,25.0,24.0,66.0,53.0,37.0,29.0,22.0,87.0,39.0,82.0,77.0,Professional Degree
CAR00613,Journalist Specialist 613,Defence & Security,Track 3,Cluster 13,62.0,84.0,32.0,45.0,32.0,61.0,22.0,34.0,28.0,22.0,76.0,42.0,90.0,38.0,80.0,71.0,38.0,20.0,76.0,53.0,27.0,Postgraduate
CAR00614,Public Relations Specialist Specialist 614,Media & Communication,Track 4,Cluster 14,87.0,63.0,70.0,74.0,66.0,47.0,16.0,44.0,23.0,72.0,85.0,40.0,75.0,35.0,70.0,68.0,90.0,61.0,20.0,19.0,87.0,Diploma
CAR00615,Content Creator Specialist 615,Arts & Design,Track 5,Cluster 15,77.0,17.0,86.0,16.0,78.0,20.0,71.0,76.0,63.0,47.0,64.0,38.0,30.0,82.0,16.0,40.0,67.0,20.0,31.0,16.0,19.0,Diploma
CAR00616, Graphic Designer Specialist 616 ,Fashion,Track 6,Cluster 16,,51.0,50.0,78.0,46.0,70.0,43.0,61.0,39.0,31.0,58.0,38.0,62.0,62.0,17.0,41.0,74.0,53.0,74.0,18.0,31.0,Diploma
CAR00617,UI UX Designer Specialist 617,Hospitality & Tourism,Track 7,Cluster 17,42.0,59.0,26.0,43.0,55.0,84.0,77.0,60.0,89.0,45.0,51.0,53.0,88.0,27.0,48.0,80.0,18.0,58.0,61.0,45.0,26.0,Postgraduate
CAR00618,Product Designer Specialist 618,Sports,Track 8,Cluster 18,70.0,88.0,88.0,33.0,87.0,63.0,44.0,33.0,28.0,86.0,45.0,23.0,26.0,64.0,86.0,87.0,48.0,25.0,,22.0,51.0,Undergraduate
CAR00619,Fashion Designer Specialist 619,Logistics & Supply Chain,Track 9,Cluster 19,33.0,35.0,34.0,77.0,33.0,41.0,45.0,53.0,66.0,83.0,22.0,66.0,31.0,28.0,16.0,76.0,78.0,33.0,26.0,91.0,95.0,Higher Secondary
CAR00620,Illustrator Specialist 620,Skilled Trades,Track 10,Cluster 20,23.0,29.0,50.0,87.0,65.0,62.0,93.0,95.0,68.0,72.0,52.0,18.0,82.0,20.0,68.0,44.0,65.0,39.0,82.0,35.0,23.0,Professional Degree
CAR00621,Animator Specialist 621,Research,Track 1,Cluster 21,79.0,85.0,59.0,25.0,60.0,40.0,92.0,91.0,32.0,46.0,60.0,90.0,22.0,17.0,73.0,72.0,23.0,34.0,92.0,24.0,58.0,Secondary
CAR00622,Chef Specialist 622,Technology,Track 2,Cluster 22,36.0,71.0,16.0,93.0,30.0,92.0,95.0,16.0,84.0,75.0,55.0,42.0,23.0,51.0,41.0,55.0,47.0,73.0,76.0,50.0,68.0,Postgraduate
CAR00623,Hotel Manager Specialist 623,Engineering,Track 3,Cluster 23,51.0,49.0,50.0,40.0,72.0,74.0,69.0,21.0,54.0,35.0,35.0,31.0,42.0,45.0,46.0,68.0,45.0,55.0,47.0,63.0,26.0,Diploma
CAR00624,Travel Consultant Specialist 624,Healthcare,Track 4,Cluster 24,42.0,86.0,78.0,77.0,70.0,45.0,19.0,35.0,74.0,51.0,24.0,92.0,41.0,83.0,46.0,90.0,53.0,58.0,24.0,68.0,50.0,Postgraduate
CAR00625,Sports Coach Specialist 625,Life Sciences,Track 5,Cluster 25,83.0,76.0,79.0,48.0,45.0,67.0,26.0,30.0,44.0,43.0,39.0,87.0,61.0,83.0,50.0,28.0,42.0,49.0,88.0,26.0,35.0,Secondary
CAR00626,Sports Scientist Specialist 626,Agriculture,Track 6,Cluster 26,21.0,23.0,87.0,15.0,48.0,70.0,79.0,16.0,26.0,27.0,63.0,55.0,39.0,85.0,58.0,64.0,89.0,44.0,64.0,25.0,40.0,Higher Secondary
CAR00627,Supply Chain Analyst Specialist 627,Environment,Track 7,Cluster 27,76.0,68.0,80.0,45.0,67.0,75.0,24.0,25.0,90.0,55.0,26.0,,57.0,60.0,57.0,24.0,71.0,78.0,43.0,33.0,46.0,Secondary
CAR00628,Logistics Manager Specialist 628,Architecture & Construction,Track 8,Cluster 28,91.0,81.0,37.0,43.0,58.0,94.0,38.0,37.0,67.0,52.0,65.0,48.0,22.0,51.0,27.0,19.0,78.0,92.0,63.0,78.0,78.0,Professional Degree
CAR00629, Electrician Specialist 629 ,Manufacturing,Track 9,Cluster 29,78.0,35.0,72.0,52.0,52.0,66.0,24.0,73.0,85.0,87.0,44.0,35.0,41.0,31.0,36.0,81.0,28.0,18.0,30.0,28.0,35.0,Higher Secondary
CAR00630,Welder Specialist 630,Energy,Track 10,Cluster 30,23.0,27.0,,89.0,24.0,56.0,69.0,45.0,27.0,61.0,81.0,49.0,93.0,63.0,93.0,87.0,46.0,67.0,50.0,91.0,49.0,Undergraduate
CAR00631,Technician Specialist 631,Transportation,Track 1,Cluster 1,66.0,17.0,52.0,16.0,95.0,26.0,90.0,89.0,31.0,65.0,49.0,57.0,70.0,19.0,37.0,72.0,55.0,74.0,67.0,78.0,36.0,Higher Secondary
CAR00632,Research Scientist Specialist 632,Aviation,Track 2,Cluster 2,32.0,77.0,16.0,90.0,20.0,29.0,38.0,66.0,20.0,50.0,91.0,91.0,24.0,23.0,95.0,31.0,29.0,76.0,70.0,21.0,64.0,Undergraduate
CAR00633,Software Developer Specialist 633,Marine,Track 3,Cluster 3,18.0,21.0,65.0,69.0,66.0,94.0,57.0,40.0,22.0,70.0,80.0,26.0,42.0,88.0,80.0,58.0,25.0,24.0,70.0,94.0,57.0,Higher Secondary
CAR00634,Data Scientist Specialist 634,Business,Track 4,Cluster 4,26.0,74.0,43.0,72.0,68.0,68.0,91.0,58.0,85.0,16.0,94.0,21.0,26.0,35.0,39.0,58.0,61.0,29.0,44.0,33.0,15.0,Undergraduate
CAR00635,AI Engineer Specialist 635,Finance,Track 5,Cluster 5,30.0,18.0,56.0,15.0,62.0,54.0,23.0,87.0,91.0,55.0,79.0,66.0,18.0,,84.0,65.0,63.0,92.0,95.0,16.0,74.0,Undergraduate
CAR00636,Machine Learning Engineer Specialist 636,Law,Track 6,Cluster 6,28.0,67.0,68.0,37.0,86.0,91.0,89.0,26.0,73.0,36.0,75.0,70.0,76.0,83.0,89.0,19.0,58.0,80.0,48.0,62.0,65.0,Professional Degree
CAR00637,Cybersecurity Analyst Specialist 637,Education,Track 7,Cluster 7,38.0,53.0,,49.0,57.0,56.0,48.0,31.0,16.0,32.0,22.0,18.0,93.0,55.0,56.0,88.0,80.0,68.0,15.0,18.0,36.0,Higher Secondary
CAR00638,Cloud Engineer Specialist 638,Psychology & Social Services,Track 8,Cluster 8,58.0,79.0,66.0,57.0,57.0,40.0,37.0,,90.0,41.0,46.0,16.0,52.0,50.0,89.0,25.0,55.0,42.0,89.0,85.0,71.0,Undergraduate
CAR00639,Database Administrator Specialist 639,Government & Public Service,Track 9,Cluster 9,25.0,24.0,15.0,21.0,53.0,21.0,78.0,60.0,49.0,83.0,67.0,29.0,36.0,69.0,32.0,72.0,87.0,79.0,89.0,88.0,51.0,Postgraduate
CAR00640,Web Developer Specialist 640,Defence & Security,Track 10,Cluster 10,80.0,22.0,18.0,93.0,20.0,68.0,53.0,73.0,34.0,45.0,59.0,69.0,49.0,59.0,90.0,23.0,82.0,87.0,18.0,88.0,86.0,Higher Secondary
CAR00641,Mobile App Developer Specialist 641,Media & Communication,Track 1,Cluster 11,90.0,72.0,85.0,88.0,40.0,81.0,89.0,68.0,82.0,89.0,57.0,62.0,17.0,16.0,37.0,37.0,56.0,50.0,39.0,26.0,,Secondary
CAR00642,Network Engineer Specialist 642,Arts & Design,Track 2,Cluster 12,65.0,72.0,53.0,26.0,30.0,95.0,84.0,86.0,79.0,19.0,64.0,68.0,44.0,66.0,41.0,58.0,69.0,40.0,20.0,15.0,26.0,Postgraduate
CAR00643,Data Analyst Specialist 643,Fashion,Track 3,Cluster 13,89.0,91.0,74.0,60.0,23.0,72.0,89.0,92.0,69.0,20.0,72.0,22.0,64.0,56.0,84.0,46.0,45.0,37.0,,76.0,20.0,Secondary
CAR00644,Business Analyst Specialist 644,Hospitality & Tourism,Track 4,Cluster 14,49.0,55.0,57.0,93.0,70.0,95.0,19.0,79.0,38.0,56.0,52.0,77.0,35.0,19.0,71.0,62.0,,40.0,48.0,69.0,85.0,Professional Degree
CAR00645,Civil Engineer Specialist 645,Sports,Track 5,Cluster 15,50.0,66.0,52.0,44.0,81.0,84.0,77.0,64.0,80.0,40.0,89.0,93.0,20.0,43.0,58.0,25.0,36.0,66.0,45.0,92.0,86.0,Postgraduate
CAR00646,Mechanical Engineer Specialist 646,Logistics & Supply Chain,Track 6,Cluster 16,57.0,61.0,16.0,31.0,34.0,80.0,64.0,65.0,73.0,45.0,61.0,82.0,92.0,60.0,95.0,93.0,94.0,75.0,85.0,20.0,70.0,Professional Degree
CAR00647,Electrical Engineer Specialist 647,Skilled Trades,Track 7,Cluster 17,47.0,77.0,33.0,,17.0,60.0,92.0,63.0,78.0,23.0,78.0,72.0,21.0,18.0,16.0,76.0,37.0,16.0,67.0,90.0,21.0,Postgraduate
CAR00648,Electronics Engineer Specialist 648,Research,Track 8,Cluster 18,55.0,87.0,59.0,84.0,29.0,17.0,57.0,44.0,62.0,38.0,35.0,31.0,89.0,40.0,17.0,19.0,78.0,43.0,35.0,76.0,92.0,Postgraduate
CAR00649,Chemical Engineer Specialist 649,Technology,Track 9,Cluster 19,46.0,67.0,56.0,47.0,70.0,65.0,37.0,17.0,94.0,76.0,57.0,24.0,30.0,88.0,56.0,,26.0,53.0,95.0,35.0,68.0,Secondary
CAR00650,Biomedical Engineer Specialist 650,Engineering,Track 10,Cluster 20,28.0,39.0,37.0,20.0,63.0,,84.0,90.0,20.0,95.0,89.0,38.0,47.0,76.0,16.0,16.0,71.0,93.0,73.0,68.0,45.0,Professional Degree
CAR00651,Environmental Engineer Specialist 651,Healthcare,Track 1,Cluster 21,60.0,62.0,86.0,57.0,94.0,68.0,21.0,54.0,85.0,67.0,50.0,40.0,76.0,84.0,77.0,92.0,94.0,68.0,68.0,92.0,23.0,Postgraduate
CAR00652,Architect Specialist 652, Life Sciences ,Track 2,Cluster 22,68.0,15.0,83.0,46.0,66.0,24.0,68.0,56.0,50.0,23.0,36.0,74.0,61.0,43.0,62.0,64.0,85.0,37.0,72.0,94.0,90.0,Higher Secondary
CAR00653,Urban Planner Specialist 653,Agriculture,Track 3,Cluster 23,26.0,41.0,60.0,78.0,,29.0,94.0,95.0,23.0,87.0,39.0,36.0,40.0,55.0,78.0,40.0,38.0,20.0,56.0,94.0,31.0,Diploma
CAR00654,Doctor Specialist 654,Environment,Track 4,Cluster 24,68.0,80.0,85.0,33.0,89.0,54.0,73.0,50.0,19.0,92.0,91.0,95.0,62.0,52.0,31.0,60.0,89.0,77.0,95.0,80.0,31.0,Professional Degree
CAR00655,Nurse Specialist 655,Architecture & Construction,Track 5,Cluster 25,35.0,40.0,87.0,37.0,76.0,20.0,64.0,86.0,85.0,76.0,64.0,69.0,84.0,91.0,35.0,44.0,52.0,83.0,19.0,73.0,23.0,Secondary
CAR00656,Physiotherapist Specialist 656,Manufacturing,Track 6,Cluster 26,47.0,74.0,70.0,18.0,40.0,57.0,,45.0,90.0,58.0,36.0,73.0,83.0,51.0,35.0,65.0,92.0,33.0,22.0,90.0,85.0,Postgraduate
CAR00657,Pharmacist Specialist 657,Energy,Track 7,Cluster 27,92.0,58.0,71.0,61.0,28.0,83.0,73.0,71.0,26.0,63.0,69.0,34.0,92.0,65.0,64.0,61.0,69.0,53.0,25.0,77.0,55.0,Undergraduate
CAR00658,Dentist Specialist 658,Transportation,Track 8,Cluster 28,21.0,44.0,17.0,43.0,29.0,18.0,60.0,15.0,38.0,21.0,64.0,23.0,68.0,81.0,52.0,43.0,35.0,49.0,24.0,67.0,50.0,Postgraduate
CAR00659,Medical Laboratory Scientist Specialist 659,Aviation,Track 9,Cluster 29,,53.0,46.0,35.0,88.0,92.0,67.0,91.0,69.0,44.0,37.0,49.0,30.0,94.0,19.0,26.0,59.0,82.0,45.0,41.0,40.0,Secondary
CAR00660,Microbiologist Specialist 660,Marine,Track 10,Cluster 30,78.0,58.0,50.0,79.0,68.0,68.0,63.0,77.0,48.0,44.0,82.0,59.0,83.0,29.0,78.0,81.0,21.0,59.0,79.0,51.0,62.0,Secondary
CAR00661,Biotechnologist Specialist 661,Business,Track 1,Cluster 1,71.0,43.0,52.0,87.0,57.0,60.0,87.0,21.0,75.0,91.0,83.0,38.0,65.0,53.0,35.0,44.0,79.0,29.0,18.0,69.0,49.0,Diploma
CAR00662,Geneticist Specialist 662,Finance,Track 2,Cluster 2,69.0,51.0,88.0,29.0,74.0,18.0,48.0,29.0,55.0,57.0,60.0,68.0,50.0,83.0,19.0,65.0,70.0,28.0,84.0,65.0,63.0,Diploma
CAR00663,Agricultural Scientist Specialist 663,Law,Track 3,Cluster 3,43.0,43.0,62.0,81.0,26.0,60.0,49.0,47.0,33.0,36.0,58.0,77.0,55.0,76.0,56.0,76.0,94.0,89.0,38.0,90.0,24.0,Higher Secondary
CAR00664,Agronomist Specialist 664,Education,Track 4,Cluster 4,34.0,53.0,85.0,72.0,83.0,21.0,32.0,65.0,64.0,94.0,56.0,51.0,56.0,29.0,16.0,79.0,91.0,51.0,58.0,27.0,30.0,Undergraduate
CAR00665,Forestry Specialist Specialist 665,Psychology & Social Services,Track 5,Cluster 5,45.0,74.0,16.0,53.0,68.0,,,66.0,54.0,46.0,89.0,67.0,51.0,60.0,47.0,36.0,38.0,55.0,68.0,25.0,,Undergraduate
CAR00666,Environmental Scientist Specialist 666,Government & Public Service,Track 6,Cluster 6,27.0,55.0,93.0,19.0,18.0,69.0,66.0,77.0,20.0,35.0,74.0,48.0,51.0,77.0,49.0,33.0,28.0,57.0,64.0,55.0,81.0,Higher Secondary
CAR00667,Renewable Energy Engineer Specialist 667,Defence & Security,Track 7,Cluster 7,42.0,56.0,80.0,93.0,72.0,88.0,64.0,57.0,31.0,32.0,28.0,21.0,17.0,64.0,82.0,80.0,32.0,74.0,17.0,21.0,27.0,Diploma
CAR00668,Energy Analyst Specialist 668,Media & Communication, Track 8 , Cluster 8 ,47.0,21.0,34.0,77.0,28.0,33.0,18.0,75.0,93.0,28.0,31.0,81.0,72.0,44.0,79.0,86.0,64.0,44.0,28.0,56.0,35.0,Professional Degree
CAR00669,Automotive Engineer Specialist 669,Arts & Design,Track 9,Cluster 9,76.0,53.0,40.0,83.0,34.0,90.0,30.0,43.0,68.0,38.0,76.0,56.0,35.0,46.0,26.0,65.0,36.0,31.0,73.0,44.0,47.0,Higher Secondary
CAR00670,Aviation Engineer Specialist 670,Fashion,Track 10,Cluster 10,49.0,80.0,39.0,49.0,52.0,35.0,15.0,28.0,19.0,37.0,60.0,38.0,95.0,59.0,61.0,23.0,90.0,77.0,31.0,41.0,23.0,Secondary
CAR00671,Pilot Specialist 671,Hospitality & Tourism,Track 1,Cluster 11,40.0,94.0,53.0,80.0,66.0,76.0,69.0,23.0,60.0,88.0,78.0,66.0,38.0,86.0,87.0,93.0,21.0,39.0,46.0,76.0,67.0,Diploma
CAR00672,Marine Engineer Specialist 672,Sports ,Track 2,Cluster 12,25.0,92.0,42.0,83.0,71.0,87.0,59.0,38.0,50.0,85.0,76.0,85.0,30.0,90.0,19.0,16.0,33.0,75.0,42.0,80.0,46.0,Higher Secondary
CAR00673,Oceanographer Specialist 673,Logistics & Supply Chain,Track 3,Cluster 13,26.0,49.0,32.0,90.0,36.0,24.0,51.0,70.0,57.0,59.0,87.0,16.0,42.0,68.0,59.0,45.0,65.0,21.0,62.0,15.0,21.0,Secondary
CAR00674,Accountant Specialist 674,Skilled Trades,Track 4,Cluster 14,29.0,48.0,53.0,82.0,60.0,47.0,37.0,39.0,73.0,53.0,36.0,84.0,65.0,55.0,88.0,86.0,85.0,37.0,27.0,87.0,52.0,Secondary
CAR00675,Financial Analyst Specialist 675,Research,Track 5,Cluster 15,67.0,84.0,74.0,51.0,42.0,26.0,24.0,59.0,88.0,85.0,47.0,58.0,88.0,69.0,52.0,45.0,77.0,38.0,67.0,69.0,57.0,Diploma
CAR00676,Auditor Specialist 676,Technology,Track 6,Cluster 16,36.0,48.0,30.0,45.0,32.0,25.0,82.0,63.0,53.0,50.0,50.0,86.0,40.0,74.0,21.0,76.0,35.0,45.0,85.0,53.0,93.0,Undergraduate
CAR00677,Investment Analyst Specialist 677,Engineering,Track 7,Cluster 17,85.0,80.0,76.0,32.0,50.0,51.0,42.0,41.0,91.0,85.0,42.0,33.0,58.0,53.0,46.0,29.0,74.0,28.0,85.0,75.0,86.0,Diploma
CAR00678,Economist Specialist 678,Healthcare,Track 8,Cluster 18,72.0,41.0,85.0,81.0,17.0,65.0,41.0,53.0,62.0,56.0,22.0,52.0,78.0,79.0,79.0,64.0,39.0,39.0,67.0,92.0,33.0,Postgraduate
CAR00679,Entrepreneur Specialist 679,Life Sciences,Track 9,Cluster 19,29.0,90.0,35.0,25.0,75.0,50.0,86.0,19.0,26.0,66.0,76.0,75.0,35.0,73.0,39.0,59.0,83.0,25.0,43.0,42.0,39.0,Undergraduate
CAR00680,Marketing Specialist Specialist 680,Agriculture,Track 10,Cluster 20,34.0,72.0,19.0,33.0,76.0,34.0,56.0,29.0,71.0,49.0,71.0,82.0,78.0,91.0,66.0,55.0,51.0,50.0,16.0,26.0,95.0,Undergraduate
CAR00681,Human Resources Specialist Specialist 681,Environment,Track 1,Cluster 21,58.0,26.0,37.0,74.0,55.0,67.0,53.0,42.0,74.0,79.0,30.0,35.0,62.0,91.0,61.0,38.0,60.0,34.0,16.0,24.0,48.0,Undergraduate
CAR00682,Lawyer Specialist 682,Architecture & Construction,Track 2,Cluster 22,61.0,30.0,87.0,30.0,41.0,56.0,22.0,55.0,76.0,80.0,51.0,22.0,59.0,27.0,72.0,76.0,80.0,21.0,63.0,59.0,15.0,Undergraduate
CAR00683,Legal Advisor Specialist 683,Manufacturing,Track 3,Cluster 23,59.0,56.0,51.0,61.0,72.0,79.0,84.0,90.0,28.0,85.0,94.0,39.0,33.0,32.0,30.0,76.0,51.0,85.0,51.0,95.0,30.0,Postgraduate
CAR00684,Teacher Specialist 684,Energy,Track 4,Cluster 24,17.0,65.0,69.0,57.0,83.0,71.0,51.0,58.0,20.0,85.0,46.0,28.0,77.0,86.0,39.0,36.0,24.0,19.0,85.0,65.0,69.0,Diploma
CAR00685,Education Consultant Specialist 685,Transportation, Track 5 ,Cluster 25,71.0,95.0,84.0,52.0,90.0,79.0,76.0,86.0,71.0,63.0,54.0,85.0,43.0,62.0,59.0,43.0,62.0,41.0,33.0,62.0,25.0,Higher Secondary
CAR00686,Psychologist Specialist 686,Aviation,Track 6,Cluster 26,53.0,18.0,94.0,46.0,55.0,46.0,26.0,26.0,42.0,79.0,44.0,16.0,16.0,88.0,62.0,34.0,43.0,83.0,20.0,44.0,90.0,Diploma
CAR00687,Counsellor Specialist 687,Marine,Track 7,Cluster 27,91.0,57.0,41.0,64.0,73.0,94.0,50.0,67.0,74.0,58.0,52.0,46.0,17.0,80.0,91.0,66.0,41.0,84.0,87.0,82.0,69.0,Postgraduate
CAR00688,Social Worker Specialist 688,Business,Track 8,Cluster 28,71.0,52.0,34.0,29.0,,48.0,48.0,35.0,40.0,85.0,85.0,35.0,17.0,73.0,20.0,44.0,42.0,57.0,64.0,89.0,47.0,Professional Degree
CAR00689,Civil Services Officer Specialist 689,Finance,Track 9,Cluster 29,35.0,71.0,25.0,85.0,26.0,49.0,34.0,92.0,55.0,60.0,53.0,33.0,22.0,20.0,94.0,36.0,81.0,70.0,74.0,93.0,19.0,Undergraduate
CAR00690,Policy Analyst Specialist 690,Law,Track 10,Cluster 30,27.0,19.0,23.0,90.0,89.0,87.0,44.0,84.0,75.0,44.0,91.0,53.0,54.0,59.0,42.0,35.0,19.0,65.0,16.0,86.0,67.0,Higher Secondary
CAR00691,Defence Officer Specialist 691,Education,Track 1,Cluster 1,30.0,92.0,78.0,22.0,37.0,80.0,82.0,37.0,64.0,92.0,78.0,85.0,43.0,76.0,38.0,,84.0,64.0,93.0,83.0,34.0,Postgraduate
CAR00692,Journalist Specialist 692,Psychology & Social Services,Track 2,Cluster 2,53.0,38.0,63.0,74.0,43.0,40.0,72.0,93.0,90.0,41.0,28.0,16.0,80.0,62.0,49.0,78.0,52.0,80.0,17.0,26.0,78.0,Higher Secondary
